,Date,Season,Team,상대팀,R,H,E,B,AB,HIT,RBI,AVG
1048,2019-07-28,2019,LG,KT,3.2,7.8,0.8,4.6,39,7.8,3.0,0.26980000000000004
1049,2019-07-28,2019,KT,LG,5.0,9.8,0.4,3.0,36,9.8,4.8,0.27
1050,2019-07-28,2019,NC,키움,2.4,6.8,0.4,3.0,40,6.8,2.4,0.27060000000000006
1051,2019-07-28,2019,키움,NC,3.2,6.8,0.6,2.4,33,6.8,2.8,0.26339999999999997
1052,2019-07-30,2019,키움,LG,5.2,11.4,0.6,4.0,34,11.4,5.0,0.2728
1053,2019-07-30,2019,LG,키움,4.6,9.2,0.8,3.6,34,9.2,4.4,0.2742
1054,2019-07-30,2019,KIA,SK,4.0,8.0,1.2,4.0,31,8.0,4.0,0.25780000000000003
1055,2019-07-30,2019,SK,KIA,7.2,11.6,0.2,3.2,27,11.6,6.6,0.25759999999999994
1056,2019-07-30,2019,롯데,삼성,7.0,11.2,1.4,3.8,33,11.2,6.0,0.2636
1057,2019-07-30,2019,삼성,롯데,4.2,9.6,0.4,3.6,32,9.6,3.6,0.269
1058,2019-07-30,2019,두산,NC,2.8,6.4,1.0,2.4,32,6.4,2.6,0.2694
1059,2019-07-30,2019,NC,두산,4.6,11.2,1.0,3.4,34,11.2,4.2,0.2718
1060,2019-07-30,2019,한화,KT,5.0,8.2,0.6,4.8,35,8.2,4.8,0.2664
1061,2019-07-30,2019,KT,한화,10.0,13.2,0.6,5.4,32,13.2,9.8,0.2718
1062,2019-07-31,2019,키움,LG,4.0,10.2,1.0,3.4,38,10.2,3.8,0.27540000000000003
1063,2019-07-31,2019,LG,키움,3.8,8.4,0.6,4.2,31,8.4,3.6,0.2738
1064,2019-07-31,2019,KIA,SK,4.0,8.0,1.2,5.2,36,8.0,4.0,0.25880000000000003
1065,2019-07-31,2019,SK,KIA,5.2,9.4,0.2,3.0,30,9.4,4.8,0.26139999999999997
1066,2019-07-31,2019,롯데,삼성,5.4,10.0,1.0,4.2,39,10.0,4.4,0.2582
1067,2019-07-31,2019,삼성,롯데,4.6,10.4,0.6,3.6,32,10.4,4.0,0.2692
1068,2019-07-31,2019,두산,NC,4.4,7.6,1.2,3.0,34,7.6,4.2,0.27359999999999995
1069,2019-07-31,2019,NC,두산,4.4,10.4,1.0,3.4,35,10.4,4.0,0.27640000000000003
1070,2019-07-31,2019,한화,KT,5.0,9.8,0.4,3.8,32,9.8,4.8,0.26280000000000003
1071,2019-07-31,2019,KT,한화,7.8,10.8,0.6,4.0,33,10.8,7.8,0.2712
1072,2019-08-01,2019,키움,LG,4.0,9.8,0.6,3.6,30,9.8,3.6,0.27780000000000005
1073,2019-08-01,2019,LG,키움,3.6,8.8,1.0,3.8,40,8.8,3.4,0.2734
1074,2019-08-01,2019,KIA,SK,2.8,7.2,1.0,6.0,32,7.2,2.8,0.2596
1075,2019-08-01,2019,SK,KIA,4.2,7.8,0.4,2.8,36,7.8,4.0,0.26460000000000006
1076,2019-08-01,2019,롯데,삼성,6.0,10.0,0.4,4.2,32,10.0,5.0,0.2528
1077,2019-08-01,2019,삼성,롯데,4.8,10.6,0.4,3.6,31,10.6,4.4,0.2694
1078,2019-08-01,2019,두산,NC,4.4,7.4,1.0,4.0,39,7.4,3.8,0.27779999999999994
1079,2019-08-01,2019,NC,두산,4.6,10.6,1.4,3.0,35,10.6,4.2,0.2772
1080,2019-08-01,2019,한화,KT,5.2,10.6,0.2,3.2,36,10.6,5.0,0.25939999999999996
1081,2019-08-01,2019,KT,한화,6.8,10.6,0.8,3.8,32,10.6,6.8,0.27080000000000004
1082,2019-08-03,2019,삼성,LG,4.0,8.6,1.0,4.6,41,8.6,3.6,0.28
1083,2019-08-03,2019,LG,삼성,6.2,9.0,0.2,4.6,34,9.0,5.4,0.25359999999999994
1084,2019-08-03,2019,두산,롯데,4.0,8.8,0.4,3.4,31,8.8,4.0,0.2684
1085,2019-08-03,2019,롯데,두산,3.8,9.2,1.2,4.0,31,9.2,3.6,0.27759999999999996
1086,2019-08-03,2019,NC,KIA,6.0,9.4,0.4,3.0,29,9.4,5.8,0.267
1087,2019-08-03,2019,KIA,NC,4.0,7.0,1.0,5.0,33,7.0,3.4,0.2752
1088,2019-08-03,2019,KT,키움,5.0,11.0,0.8,3.8,35,11.0,4.8,0.26979999999999993
1089,2019-08-03,2019,키움,KT,5.0,10.2,0.2,3.2,30,10.2,4.8,0.256
1090,2019-08-03,2019,SK,한화,5.2,9.4,0.8,3.4,36,9.4,5.2,0.2734
1091,2019-08-03,2019,한화,SK,1.8,6.2,1.0,6.0,33,6.2,1.8,0.261
1092,2019-08-04,2019,삼성,LG,5.6,9.6,1.0,4.6,33,9.6,5.0,0.27759999999999996
1093,2019-08-04,2019,LG,삼성,7.6,9.8,0.4,5.4,32,9.8,7.2,0.2564
1094,2019-08-04,2019,NC,KIA,5.0,7.8,0.2,3.4,29,7.8,4.6,0.2716
1095,2019-08-04,2019,KIA,NC,4.2,7.8,1.6,4.6,26,7.8,3.6,0.2714
1096,2019-08-04,2019,KT,키움,6.2,11.6,0.8,3.6,32,11.6,5.8,0.2694
1097,2019-08-04,2019,키움,KT,4.2,9.4,0.8,3.4,37,9.4,4.2,0.2594
1098,2019-08-04,2019,SK,한화,4.4,9.2,0.6,3.8,31,9.2,4.4,0.2742
1099,2019-08-04,2019,한화,SK,1.8,6.6,0.6,5.0,37,6.6,1.8,0.25999999999999995
1100,2019-08-04,2019,두산,롯데,3.4,7.6,0.6,2.8,35,7.6,3.4,0.26800000000000007
1101,2019-08-04,2019,롯데,두산,2.8,8.4,1.4,3.8,40,8.4,2.8,0.273
1102,2019-08-06,2019,한화,두산,4.4,11.0,0.8,3.0,37,11.0,4.0,0.2716
1103,2019-08-06,2019,두산,한화,2.2,7.8,0.4,2.6,39,7.8,2.2,0.2746
1104,2019-08-06,2019,KT,SK,3.4,8.2,0.2,5.4,35,8.2,3.4,0.25939999999999996
1105,2019-08-06,2019,SK,KT,2.8,9.0,0.8,2.6,31,9.0,2.8,0.26280000000000003
1106,2019-08-06,2019,LG,KIA,2.6,4.8,0.2,2.4,45,4.8,2.4,0.273
1107,2019-08-06,2019,KIA,LG,5.8,9.0,0.8,3.6,39,9.0,5.2,0.275
1108,2019-08-07,2019,한화,두산,4.8,11.8,1.0,2.6,36,11.8,4.4,0.266
1109,2019-08-07,2019,두산,한화,3.2,9.2,0.6,3.4,38,9.2,3.0,0.273
1110,2019-08-07,2019,KT,SK,3.6,8.6,0.2,4.0,30,8.6,3.6,0.262
1111,2019-08-07,2019,SK,KT,2.4,7.8,1.0,2.6,32,7.8,2.4,0.26580000000000004
1112,2019-08-07,2019,삼성,NC,4.4,7.6,1.0,4.6,37,7.6,3.8,0.2678
1113,2019-08-07,2019,NC,삼성,6.6,9.8,0.2,5.0,37,9.8,6.4,0.25920000000000004
1114,2019-08-07,2019,LG,KIA,6.0,7.8,0.4,3.4,31,7.8,5.6,0.27240000000000003
1115,2019-08-07,2019,KIA,LG,5.8,10.0,0.6,3.6,32,10.0,5.0,0.2716
1116,2019-08-07,2019,키움,롯데,3.6,7.6,0.8,2.8,43,7.6,3.6,0.2676
1117,2019-08-07,2019,롯데,키움,5.0,10.0,0.6,3.2,33,10.0,4.8,0.2686
1118,2019-08-08,2019,KT,두산,4.6,11.8,0.8,3.0,32,11.8,4.2,0.2604
1119,2019-08-08,2019,두산,KT,2.4,7.6,1.0,3.0,31,7.6,2.4,0.2688
1120,2019-08-08,2019,롯데,삼성,6.6,9.4,0.2,5.4,40,9.4,6.4,0.2636
1121,2019-08-08,2019,삼성,롯데,5.8,8.8,0.6,2.8,31,8.8,5.6,0.27020000000000005
1122,2019-08-08,2019,LG,NC,2.8,7.0,1.0,5.2,39,7.0,2.2,0.26660000000000006
1123,2019-08-08,2019,NC,LG,6.2,10.2,0.8,3.6,37,10.2,5.6,0.2684
1124,2019-08-08,2019,한화,KIA,6.6,8.6,0.2,3.2,34,8.6,6.0,0.27220000000000005
1125,2019-08-08,2019,KIA,한화,3.8,10.0,0.4,3.2,30,10.0,3.6,0.27140000000000003
1126,2019-08-08,2019,SK,키움,5.4,9.8,1.0,2.2,38,9.8,5.2,0.2678
1127,2019-08-08,2019,키움,SK,2.8,7.2,0.2,2.6,35,7.2,2.8,0.2642
1128,2019-08-09,2019,KT,두산,4.6,12.0,0.8,2.0,34,12.0,4.2,0.25939999999999996
1129,2019-08-09,2019,두산,KT,3.2,7.8,0.8,3.6,28,7.8,3.2,0.2726
1130,2019-08-09,2019,롯데,삼성,6.6,9.6,0.2,4.8,37,9.6,6.0,0.264
1131,2019-08-09,2019,삼성,롯데,5.0,8.2,0.6,3.4,29,8.2,4.8,0.26980000000000004
1132,2019-08-09,2019,한화,KIA,5.0,7.6,0.4,4.2,36,7.6,4.4,0.2692
1133,2019-08-09,2019,KIA,한화,4.6,10.6,0.6,3.6,38,10.6,4.4,0.269
1134,2019-08-09,2019,SK,키움,6.6,10.4,1.0,2.2,35,10.4,6.2,0.269
1135,2019-08-09,2019,키움,SK,2.8,7.8,0.2,2.0,37,7.8,2.6,0.26739999999999997
1136,2019-08-09,2019,LG,NC,2.4,8.0,1.2,3.6,38,8.0,2.2,0.26580000000000004
1137,2019-08-09,2019,NC,LG,7.8,12.0,0.6,4.4,32,12.0,7.0,0.2678
1138,2019-08-10,2019,SK,LG,6.2,10.4,1.0,4.6,31,10.4,5.6,0.26980000000000004
1139,2019-08-10,2019,LG,SK,3.8,9.4,0.2,3.0,31,9.4,3.6,0.2734
1140,2019-08-10,2019,KIA,삼성,6.0,10.2,0.4,4.4,37,10.2,5.6,0.2646
1141,2019-08-10,2019,삼성,KIA,5.6,9.0,0.8,3.8,30,9.0,5.2,0.264
1142,2019-08-10,2019,롯데,NC,2.8,8.6,1.2,3.6,33,8.6,2.6,0.2652
1143,2019-08-10,2019,NC,롯데,4.8,7.8,0.6,3.6,31,7.8,4.4,0.2692
1144,2019-08-10,2019,한화,KT,3.6,7.8,0.6,3.6,30,7.8,3.6,0.271
1145,2019-08-10,2019,KT,한화,6.0,11.4,0.8,3.6,34,11.4,5.6,0.2686
1146,2019-08-10,2019,두산,키움,5.2,8.8,1.0,2.4,34,8.8,4.8,0.26980000000000004
1147,2019-08-10,2019,키움,두산,4.4,11.4,1.0,2.2,34,11.4,4.0,0.2632
1148,2019-08-11,2019,SK,LG,6.2,10.4,1.2,5.4,34,10.4,5.6,0.27
1149,2019-08-11,2019,LG,SK,2.2,7.8,0.2,2.6,28,7.8,2.0,0.27620000000000006
1150,2019-08-11,2019,KIA,삼성,4.8,9.6,0.2,3.6,38,9.6,4.4,0.2652
1151,2019-08-11,2019,삼성,KIA,6.0,9.6,1.0,4.0,33,9.6,5.6,0.26080000000000003
1152,2019-08-11,2019,롯데,NC,2.6,7.8,0.8,3.2,32,7.8,2.4,0.264
1153,2019-08-11,2019,NC,롯데,6.0,8.8,0.4,3.4,32,8.8,5.6,0.27080000000000004
1154,2019-08-11,2019,한화,KT,3.8,7.2,0.8,4.2,35,7.2,3.8,0.26580000000000004
1155,2019-08-11,2019,KT,한화,6.6,12.4,0.8,3.4,39,12.4,6.2,0.27020000000000005
1156,2019-08-11,2019,두산,키움,4.2,8.6,1.0,2.6,46,8.6,4.0,0.26820000000000005
1157,2019-08-11,2019,키움,두산,4.6,10.2,1.0,3.2,37,10.2,4.6,0.268
1158,2019-08-13,2019,키움,LG,6.0,9.4,1.0,5.4,33,9.4,5.6,0.27060000000000006
1159,2019-08-13,2019,LG,키움,5.6,11.2,0.8,3.2,36,11.2,5.0,0.26720000000000005
1160,2019-08-13,2019,삼성,SK,2.4,7.8,0.2,2.6,31,7.8,2.2,0.274
1161,2019-08-13,2019,SK,삼성,5.4,10.0,0.2,4.6,27,10.0,5.0,0.2658
1162,2019-08-13,2019,KT,롯데,7.0,9.4,0.2,3.6,40,9.4,6.6,0.2726
1163,2019-08-13,2019,롯데,KT,5.0,8.0,1.2,4.2,37,8.0,5.0,0.263
1164,2019-08-13,2019,두산,KIA,3.6,8.0,1.0,4.0,31,8.0,3.4,0.25999999999999995
1165,2019-08-13,2019,KIA,두산,5.4,10.6,1.2,3.8,33,10.6,5.4,0.2738
1166,2019-08-13,2019,NC,한화,5.8,11.6,0.8,3.4,43,11.6,5.6,0.2712
1167,2019-08-13,2019,한화,NC,2.6,8.8,1.2,3.8,33,8.8,2.4,0.263
1168,2019-08-14,2019,키움,LG,5.4,9.0,0.8,5.8,40,9.0,5.0,0.274
1169,2019-08-14,2019,LG,키움,6.4,12.8,0.4,3.8,30,12.8,5.8,0.2692
1170,2019-08-14,2019,KT,롯데,4.8,8.4,0.4,3.0,34,8.4,4.6,0.27180000000000004
1171,2019-08-14,2019,롯데,KT,5.2,8.8,1.4,4.0,31,8.8,5.2,0.2612
1172,2019-08-14,2019,두산,KIA,3.6,7.8,1.0,4.2,32,7.8,3.6,0.2612
1173,2019-08-14,2019,KIA,두산,4.4,9.8,1.2,4.4,30,9.8,4.4,0.2766
1174,2019-08-14,2019,NC,한화,6.8,13.0,0.8,4.2,31,13.0,6.6,0.2728
1175,2019-08-14,2019,한화,NC,2.8,9.0,1.0,2.6,38,9.0,2.6,0.2606
1176,2019-08-15,2019,SK,KIA,3.4,7.8,0.8,3.8,37,7.8,3.2,0.26480000000000004
1177,2019-08-15,2019,KIA,SK,2.2,8.4,0.2,2.4,35,8.4,2.0,0.27140000000000003
1178,2019-08-15,2019,NC,키움,5.2,11.6,0.0,3.6,35,11.6,4.8,0.2692
1179,2019-08-15,2019,키움,NC,4.2,9.2,0.8,3.4,30,9.2,3.8,0.258
1180,2019-08-15,2019,한화,롯데,6.0,9.8,0.4,2.8,35,9.8,5.8,0.2742
1181,2019-08-15,2019,롯데,한화,6.4,11.6,0.8,4.2,39,11.6,6.2,0.2752
1182,2019-08-16,2019,LG,두산,4.8,9.8,1.4,4.6,32,9.8,4.8,0.275
1183,2019-08-16,2019,두산,LG,5.6,9.8,0.6,4.8,35,9.8,5.6,0.2754
1184,2019-08-16,2019,한화,롯데,6.4,11.4,0.4,2.8,31,11.4,6.4,0.2726
1185,2019-08-16,2019,롯데,한화,6.6,12.0,0.6,3.8,29,12.0,6.6,0.27359999999999995
1186,2019-08-16,2019,삼성,KT,3.8,7.8,1.4,3.2,32,7.8,3.8,0.25860000000000005
1187,2019-08-16,2019,KT,삼성,5.8,10.0,0.2,4.8,37,10.0,5.4,0.2638
1188,2019-08-16,2019,SK,KIA,4.0,8.0,0.6,4.4,30,8.0,3.8,0.2674
1189,2019-08-16,2019,KIA,SK,3.2,8.6,0.0,4.0,29,8.6,3.2,0.269
1190,2019-08-16,2019,NC,키움,5.0,11.4,0.0,3.2,35,11.4,4.6,0.27140000000000003
1191,2019-08-16,2019,키움,NC,4.0,8.8,1.0,3.0,36,8.8,3.8,0.2614
1192,2019-08-17,2019,롯데,두산,5.4,9.8,1.0,4.8,31,9.8,5.4,0.2732
1193,2019-08-17,2019,두산,롯데,5.4,11.0,0.4,2.4,37,11.0,5.4,0.26820000000000005
1194,2019-08-17,2019,LG,삼성,6.0,10.2,0.2,5.6,32,10.2,6.0,0.2676
1195,2019-08-17,2019,삼성,LG,6.6,11.4,0.6,4.6,31,11.4,6.6,0.27460000000000007
1196,2019-08-17,2019,SK,NC,4.4,10.2,0.8,3.6,28,10.2,4.0,0.2668
1197,2019-08-17,2019,NC,SK,2.4,7.0,0.0,3.6,35,7.0,2.2,0.2662
1198,2019-08-17,2019,KT,KIA,3.6,7.6,0.8,4.4,40,7.6,3.4,0.26820000000000005
1199,2019-08-17,2019,KIA,KT,3.4,7.6,1.4,3.6,36,7.6,3.4,0.25680000000000003
1200,2019-08-17,2019,한화,키움,5.4,11.4,0.0,3.4,40,11.4,5.0,0.27280000000000004
1201,2019-08-17,2019,키움,한화,5.8,10.8,0.6,4.0,32,10.8,5.8,0.27
1202,2019-08-18,2019,롯데,두산,3.8,8.2,1.4,3.2,32,8.2,3.8,0.2684
1203,2019-08-18,2019,두산,롯데,5.4,11.0,0.6,2.8,31,11.0,5.4,0.2674
1204,2019-08-18,2019,LG,삼성,5.2,9.8,0.2,5.4,34,9.8,5.2,0.2692
1205,2019-08-18,2019,삼성,LG,7.6,12.0,0.4,4.6,32,12.0,7.6,0.27359999999999995
1206,2019-08-18,2019,SK,NC,4.2,9.2,0.6,3.2,35,9.2,3.8,0.26799999999999996
1207,2019-08-18,2019,NC,SK,4.2,8.0,0.0,4.4,34,8.0,3.8,0.2686
1208,2019-08-18,2019,KT,KIA,3.4,8.0,0.6,4.2,31,8.0,3.2,0.2712
1209,2019-08-18,2019,KIA,KT,3.2,8.4,1.4,3.2,35,8.4,3.2,0.2596
1210,2019-08-18,2019,한화,키움,4.6,10.2,0.2,2.4,33,10.2,4.6,0.26940000000000003
1211,2019-08-18,2019,키움,한화,5.8,10.0,0.8,3.8,36,10.0,5.6,0.2716
1212,2019-08-20,2019,KIA,LG,7.2,11.6,0.4,5.2,35,11.6,7.2,0.2726
1213,2019-08-20,2019,LG,KIA,2.8,7.6,0.6,5.0,40,7.6,2.6,0.2720000000000001
1214,2019-08-20,2019,롯데,SK,4.8,8.6,0.0,4.4,30,8.6,4.0,0.27080000000000004
1215,2019-08-20,2019,SK,롯데,6.6,11.0,0.6,4.0,31,11.0,6.6,0.2672
1216,2019-08-20,2019,두산,NC,4.6,10.0,1.0,2.8,31,10.0,4.2,0.2704
1217,2019-08-20,2019,NC,두산,3.0,6.8,1.2,3.0,29,6.8,3.0,0.2634
1218,2019-08-20,2019,키움,KT,2.2,8.4,0.8,3.2,32,8.4,2.2,0.26239999999999997
1219,2019-08-20,2019,KT,키움,4.0,9.0,0.2,2.4,34,9.0,4.0,0.267
1220,2019-08-20,2019,삼성,한화,4.6,8.2,1.0,3.2,30,8.2,4.4,0.2726
1221,2019-08-20,2019,한화,삼성,5.4,9.6,0.2,6.0,31,9.6,5.4,0.269
1222,2019-08-21,2019,KIA,LG,6.4,11.0,0.8,4.6,35,11.0,6.4,0.26959999999999995
1223,2019-08-21,2019,LG,KIA,5.6,9.0,1.0,6.0,33,9.0,5.4,0.271
1224,2019-08-21,2019,롯데,SK,4.6,8.0,0.0,5.0,32,8.0,3.8,0.26940000000000003
1225,2019-08-21,2019,SK,롯데,6.4,10.6,0.4,3.6,34,10.6,6.4,0.265
1226,2019-08-21,2019,키움,KT,1.0,6.8,0.6,3.0,35,6.8,1.0,0.26739999999999997
1227,2019-08-21,2019,KT,키움,5.2,10.8,0.2,2.8,33,10.8,5.2,0.2692
1228,2019-08-22,2019,NC,LG,4.4,9.4,1.2,4.0,34,9.4,4.4,0.2662
1229,2019-08-22,2019,LG,NC,3.2,8.2,0.8,2.0,31,8.2,3.0,0.2744
1230,2019-08-22,2019,한화,SK,4.2,8.0,0.4,3.4,36,8.0,3.4,0.267
1231,2019-08-22,2019,SK,한화,5.0,8.6,0.8,4.2,33,8.6,4.8,0.2692
1232,2019-08-22,2019,두산,삼성,4.6,8.4,0.2,4.8,41,8.4,4.6,0.26639999999999997
1233,2019-08-22,2019,삼성,두산,3.2,6.6,1.0,2.0,31,6.6,3.2,0.26539999999999997
1234,2019-08-22,2019,롯데,KT,2.6,7.8,0.8,4.0,35,7.8,2.6,0.2724
1235,2019-08-22,2019,KT,롯데,6.4,10.4,0.4,3.6,33,10.4,6.4,0.2672
1236,2019-08-22,2019,KIA,키움,4.8,10.4,0.4,2.4,44,10.4,4.8,0.269
1237,2019-08-22,2019,키움,KIA,5.4,9.0,0.8,5.4,44,9.0,5.0,0.2712
1238,2019-08-23,2019,NC,LG,4.0,8.4,1.2,4.2,32,8.4,4.0,0.2672
1239,2019-08-23,2019,LG,NC,2.8,7.0,0.6,2.0,34,7.0,2.6,0.271
1240,2019-08-23,2019,한화,SK,5.2,9.0,1.0,3.6,33,9.0,4.6,0.2646
1241,2019-08-23,2019,SK,한화,4.4,8.0,1.0,5.0,35,8.0,3.8,0.27080000000000004
1242,2019-08-23,2019,두산,삼성,6.4,10.2,0.2,4.8,39,10.2,6.4,0.26799999999999996
1243,2019-08-23,2019,삼성,두산,2.6,5.8,0.6,2.0,31,5.8,2.6,0.26380000000000003
1244,2019-08-23,2019,롯데,KT,2.8,8.8,0.6,2.8,47,8.8,2.8,0.2712
1245,2019-08-23,2019,KT,롯데,6.8,11.2,0.4,3.8,44,11.2,6.8,0.2716
1246,2019-08-23,2019,KIA,키움,5.0,11.0,0.4,2.8,34,11.0,5.0,0.26680000000000004
1247,2019-08-23,2019,키움,KIA,6.4,10.4,0.4,5.4,34,10.4,6.0,0.27440000000000003
1248,2019-08-24,2019,KT,LG,3.0,8.0,1.2,4.2,36,8.0,2.8,0.27040000000000003
1249,2019-08-24,2019,LG,KT,2.8,9.4,0.4,2.2,41,9.4,2.8,0.2692
1250,2019-08-24,2019,KIA,SK,3.8,8.8,1.2,3.2,33,8.8,3.4,0.25999999999999995
1251,2019-08-24,2019,SK,KIA,6.8,10.4,0.4,5.0,30,10.4,6.4,0.2754
1252,2019-08-24,2019,NC,롯데,5.6,10.4,0.2,4.6,38,10.4,5.6,0.27220000000000005
1253,2019-08-24,2019,롯데,NC,3.2,7.2,0.6,2.2,32,7.2,3.0,0.2676
1254,2019-08-24,2019,키움,삼성,6.2,10.6,0.2,4.6,34,10.6,6.2,0.26780000000000004
1255,2019-08-24,2019,삼성,키움,3.4,9.6,0.2,2.8,30,9.6,3.4,0.26880000000000004
1256,2019-08-24,2019,두산,한화,5.4,9.4,1.0,5.0,44,9.4,4.6,0.2726
1257,2019-08-24,2019,한화,두산,2.6,5.4,0.6,2.6,34,5.4,2.6,0.26239999999999997
1258,2019-08-25,2019,KT,LG,4.4,8.6,2.0,4.6,37,8.6,4.2,0.2734
1259,2019-08-25,2019,LG,KT,5.0,10.4,0.4,2.4,37,10.4,5.0,0.26959999999999995
1260,2019-08-25,2019,KIA,SK,3.0,8.0,1.2,2.8,28,8.0,2.8,0.2576
1261,2019-08-25,2019,SK,KIA,7.2,11.0,0.4,4.6,32,11.0,6.8,0.2734
1262,2019-08-25,2019,키움,삼성,6.0,10.8,0.0,4.8,47,10.8,6.0,0.2712
1263,2019-08-25,2019,삼성,키움,2.8,9.2,0.2,2.2,41,9.2,2.8,0.2694
1264,2019-08-25,2019,두산,한화,7.2,11.0,0.8,5.6,35,11.0,6.2,0.2712
1265,2019-08-25,2019,한화,두산,2.8,6.4,1.0,2.8,27,6.4,2.8,0.262
1266,2019-08-25,2019,NC,롯데,5.0,11.0,0.0,3.6,35,11.0,5.0,0.273
1267,2019-08-25,2019,롯데,NC,3.8,8.2,0.6,2.4,32,8.2,3.6,0.2662
1268,2019-08-27,2019,SK,두산,2.6,5.6,0.8,2.6,36,5.6,2.6,0.26139999999999997
1269,2019-08-27,2019,두산,SK,3.8,8.6,1.2,2.8,32,8.6,3.6,0.2596
1270,2019-08-27,2019,KT,NC,4.0,7.8,0.2,2.8,33,7.8,3.8,0.2646
1271,2019-08-27,2019,NC,KT,5.6,11.4,0.8,2.6,29,11.4,5.6,0.26680000000000004
1272,2019-08-27,2019,삼성,KIA,4.6,9.8,0.0,3.0,37,9.8,4.4,0.2734
1273,2019-08-27,2019,KIA,삼성,8.6,13.2,0.0,6.2,32,13.2,8.2,0.2748
1274,2019-08-27,2019,LG,롯데,4.8,10.8,0.0,3.8,35,10.8,4.8,0.2756
1275,2019-08-27,2019,롯데,LG,5.2,9.4,1.6,4.8,32,9.4,5.0,0.27540000000000003
1276,2019-08-27,2019,키움,한화,7.0,11.6,0.6,4.8,44,11.6,6.0,0.26980000000000004
1277,2019-08-27,2019,한화,키움,3.2,9.4,0.2,2.0,32,9.4,3.2,0.2658
1278,2019-08-28,2019,SK,두산,2.4,5.6,1.0,2.4,29,5.6,2.4,0.2592
1279,2019-08-28,2019,두산,SK,3.8,8.4,0.8,3.0,31,8.4,3.6,0.2638
1280,2019-08-28,2019,KT,NC,4.2,8.6,0.2,3.6,33,8.6,4.0,0.2652
1281,2019-08-28,2019,NC,KT,4.8,10.6,0.6,2.2,32,10.6,4.6,0.26580000000000004
1282,2019-08-28,2019,삼성,KIA,5.4,10.4,0.2,3.4,33,10.4,5.4,0.27199999999999996
1283,2019-08-28,2019,KIA,삼성,8.8,13.6,0.2,6.4,30,13.6,8.4,0.2768
1284,2019-08-28,2019,LG,롯데,4.2,10.4,0.0,4.0,33,10.4,4.2,0.276
1285,2019-08-28,2019,롯데,LG,4.6,8.6,1.6,4.8,32,8.6,4.4,0.2732
1286,2019-08-28,2019,키움,한화,9.0,13.8,0.6,3.6,30,13.8,8.0,0.27480000000000004
1287,2019-08-28,2019,한화,키움,3.0,9.6,0.0,2.2,27,9.6,3.0,0.2612
1288,2019-08-29,2019,SK,삼성,7.2,12.0,0.2,6.0,37,12.0,6.8,0.27480000000000004
1289,2019-08-29,2019,삼성,SK,3.4,8.2,0.6,3.0,27,8.2,3.0,0.2684
1290,2019-08-29,2019,KIA,NC,5.4,9.6,0.2,4.4,34,9.6,5.2,0.267
1291,2019-08-29,2019,NC,KIA,4.6,9.8,0.2,4.2,29,9.8,4.6,0.2678
1292,2019-08-29,2019,두산,KT,4.8,10.0,0.4,2.6,36,10.0,4.6,0.2702
1293,2019-08-29,2019,KT,두산,2.6,5.2,1.4,2.2,36,5.2,2.6,0.26020000000000004
1294,2019-08-29,2019,롯데,키움,2.4,8.4,0.4,2.2,31,8.4,2.4,0.25860000000000005
1295,2019-08-29,2019,키움,롯데,4.0,10.0,0.0,4.2,32,10.0,4.0,0.27420000000000005
1296,2019-08-30,2019,한화,LG,4.4,8.8,1.4,4.6,32,8.8,4.2,0.269
1297,2019-08-30,2019,LG,한화,7.6,12.2,0.4,3.8,31,12.2,7.0,0.2784
1298,2019-08-30,2019,SK,삼성,6.4,11.2,0.4,6.0,30,11.2,6.0,0.2728
1299,2019-08-30,2019,삼성,SK,4.0,7.8,0.8,3.6,31,7.8,3.6,0.26960000000000006
1300,2019-08-30,2019,두산,KT,5.8,9.4,0.6,3.8,33,9.4,5.6,0.27440000000000003
1301,2019-08-30,2019,KT,두산,4.0,7.6,1.6,1.6,31,7.6,4.0,0.264
1302,2019-08-30,2019,롯데,키움,2.4,8.0,0.8,2.4,30,8.0,2.4,0.25660000000000005
1303,2019-08-30,2019,키움,롯데,4.2,9.8,0.0,3.2,35,9.8,4.0,0.2758
1304,2019-08-30,2019,KIA,NC,4.4,8.2,0.2,3.8,40,8.2,4.4,0.2664000000000001
1305,2019-08-30,2019,NC,KIA,4.2,9.4,0.2,3.8,35,9.4,4.2,0.26680000000000004
1306,2019-08-31,2019,삼성,두산,3.6,6.6,0.8,2.2,32,6.6,3.6,0.26820000000000005
1307,2019-08-31,2019,두산,삼성,6.6,10.4,0.4,5.4,30,10.4,6.2,0.2692
1308,2019-08-31,2019,LG,SK,3.4,7.4,0.8,3.4,41,7.4,3.2,0.2684
1309,2019-08-31,2019,SK,LG,4.2,8.4,1.4,4.4,41,8.4,4.0,0.26420000000000005
1310,2019-08-31,2019,키움,NC,5.4,9.4,0.0,4.0,36,9.4,5.4,0.26800000000000007
1311,2019-08-31,2019,NC,키움,2.4,7.4,0.8,2.4,36,7.4,2.2,0.25579999999999997
1312,2019-08-31,2019,롯데,KIA,3.8,9.6,0.6,3.6,33,9.6,3.8,0.269
1313,2019-08-31,2019,KIA,롯데,3.6,9.0,0.2,3.2,31,9.0,3.4,0.277
1314,2019-08-31,2019,KT,한화,6.4,10.8,0.6,4.4,38,10.8,6.0,0.2784
1315,2019-08-31,2019,한화,KT,4.0,8.2,0.6,4.0,36,8.2,3.8,0.2760000000000001
