,Date,Season,Team,상대팀,H&A,Result,Record,선발,R,H,E,B,AB,HIT,RBI,RECh,AVG,IP,HN,PIT,AP,HITp,HR,BB,SO,RECp,ER,ERA
1953,2020-06-14,2020,한화,두산,Home,9승 27패 0무,승,서폴드,3,7,1,3,28,7,3,3,0.235,9,39,143,37,9,0,2,6,2,0,0.00
1954,2020-06-16,2020,삼성,두산,Away,18승 19패 0무,승,백정현,4,8,1,4,32,8,4,4,0.254,9,42,169,30,6,0,10,5,3,2,2.00
1955,2020-06-16,2020,두산,삼성,Home,21승 15패 0무,패,알칸타라,3,6,1,10,30,6,3,3,0.296,9,37,151,32,8,0,4,11,4,3,3.00
1956,2020-06-16,2020,KT,SK,Away,14승 22패 0무,승,김민수,6,9,0,8,37,9,5,6,0.293,10,44,143,38,12,2,4,4,5,5,4.50
1957,2020-06-16,2020,SK,KT,Home,12승 24패 0무,패,핀토,5,12,1,4,38,12,5,5,0.236,10,46,180,37,9,1,8,5,6,5,4.50
1958,2020-06-16,2020,NC,KIA,Away,26승 10패 0무,패,루친스키,4,10,1,3,36,10,4,4,0.304,8,40,160,30,8,0,8,9,7,7,7.88
1959,2020-06-16,2020,KIA,NC,Home,20승 17패 0무,승,브룩스,7,8,0,8,30,8,6,7,0.273,9,39,167,36,10,0,3,12,4,4,4.00
1960,2020-06-16,2020,롯데,키움,Away,19승 17패 0무,승,노경은,7,10,1,3,35,10,4,7,0.266,9,37,156,32,6,2,4,8,5,4,4.00
1961,2020-06-16,2020,키움,롯데,Home,20승 17패 0무,패,요키시,5,6,3,4,32,6,5,5,0.267,9,39,149,35,10,1,3,3,7,5,5.00
1962,2020-06-16,2020,LG,한화,Away,23승 13패 0무,승,정찬헌,9,15,0,3,40,15,9,9,0.290,9,43,163,38,11,0,5,9,5,5,5.00
1963,2020-06-16,2020,한화,LG,Home,9승 28패 0무,패,장민재,5,11,1,5,38,11,5,5,0.236,9,44,157,40,15,2,3,2,9,9,9.00
1964,2020-06-17,2020,삼성,두산,Away,19승 19패 0무,승,김대우,6,10,0,3,38,10,5,6,0.254,9,35,126,32,8,2,2,3,3,3,3.00
1965,2020-06-17,2020,두산,삼성,Home,21승 16패 0무,패,플렉센,3,8,2,2,32,8,3,3,0.295,9,41,169,38,10,1,3,9,6,6,6.00
1966,2020-06-17,2020,KT,SK,Away,15승 22패 0무,승,조병욱,6,12,0,6,39,12,5,6,0.294,10,41,155,37,10,1,3,7,4,4,3.60
1967,2020-06-17,2020,SK,KT,Home,12승 25패 0무,패,김태훈,4,10,1,3,37,10,4,4,0.237,10,46,202,39,12,1,6,11,6,5,4.50
1968,2020-06-17,2020,NC,KIA,Away,26승 11패 0무,패,라이트,6,7,0,5,34,7,6,6,0.302,8,35,118,31,10,1,2,2,7,7,7.88
1969,2020-06-17,2020,KIA,NC,Home,21승 17패 0무,승,이민우,7,10,1,2,31,10,7,7,0.275,9,39,154,34,7,1,5,6,6,4,4.00
1970,2020-06-17,2020,롯데,키움,Away,19승 18패 0무,패,서준원,3,9,0,2,33,9,3,3,0.266,8 1/3,39,157,31,9,0,8,6,4,4,4.32
1971,2020-06-17,2020,키움,롯데,Home,21승 17패 0무,승,최원태,4,9,0,8,31,9,4,4,0.267,9,35,134,33,9,1,2,7,3,3,3.00
1972,2020-06-17,2020,LG,한화,Away,24승 13패 0무,승,임찬규,7,13,0,4,35,13,7,7,0.293,9,39,160,32,5,0,7,11,1,1,1.00
1973,2020-06-17,2020,한화,LG,Home,9승 29패 0무,패,채드벨,1,5,1,7,32,5,1,1,0.234,9,41,151,35,13,0,4,3,7,5,5.00
1974,2020-06-18,2020,삼성,두산,Away,19승 20패 0무,패,허윤동,3,6,2,4,29,6,3,3,0.253,8,40,164,36,12,1,4,4,7,7,7.88
1975,2020-06-18,2020,두산,삼성,Home,22승 16패 0무,승,유희관,7,12,2,4,36,12,7,7,0.296,9,34,133,29,6,0,4,1,3,1,1.00
1976,2020-06-18,2020,KT,SK,Away,16승 22패 0무,승,데스파이네,5,13,0,4,37,13,5,5,0.295,9,35,136,29,7,2,6,4,3,3,3.00
1977,2020-06-18,2020,SK,KT,Home,12승 26패 0무,패,박종훈,3,7,0,6,29,7,3,3,0.237,9,42,165,37,13,0,4,10,5,5,5.00
1978,2020-06-18,2020,롯데,키움,Away,19승 19패 0무,패,스트레일리,2,10,1,1,37,10,2,2,0.266,9 1/3,35,150,32,5,0,1,13,3,3,2.89
1979,2020-06-18,2020,키움,롯데,Home,22승 17패 0무,승,이승호,3,5,1,1,32,5,2,3,0.265,10,39,132,37,10,0,1,4,2,1,0.90
1980,2020-06-18,2020,LG,한화,Away,25승 13패 0무,승,윌슨,9,11,1,8,36,11,8,9,0.293,9,41,155,35,9,0,6,7,7,6,6.00
1981,2020-06-18,2020,한화,LG,Home,9승 30패 0무,패,장시환,7,9,2,6,35,9,6,7,0.235,9,44,178,36,11,1,8,7,9,7,7.00
1982,2020-06-19,2020,두산,LG,Away,23승 16패 0무,승,이영하,18,20,1,9,46,20,17,18,0.300,9,49,188,42,15,0,6,10,10,9,9.00
1983,2020-06-19,2020,LG,두산,Home,25승 14패 0무,패,차우찬,10,15,2,6,42,15,9,10,0.295,9,58,197,46,20,0,9,5,18,18,18.00
1984,2020-06-19,2020,한화,NC,Away,9승 31패 0무,패,김범수,1,4,0,1,31,4,1,1,0.232,8,32,124,30,7,1,2,8,3,3,3.38
1985,2020-06-19,2020,NC,한화,Home,27승 11패 0무,승,구창모,3,7,0,2,30,7,3,3,0.300,9,32,120,31,4,1,1,12,1,1,1.00
1986,2020-06-19,2020,롯데,KT,Away,19승 20패 0무,패,박세웅,8,14,0,4,44,14,7,8,0.268,9 2/3,47,166,41,15,3,4,9,9,9,8.38
1987,2020-06-19,2020,KT,롯데,Home,17승 22패 0무,승,배제성,9,15,1,4,41,15,9,9,0.297,10,49,146,44,14,3,4,2,8,8,7.20
1988,2020-06-19,2020,삼성,KIA,Away,19승 21패 0무,패,뷰캐넌,4,7,3,7,30,7,4,4,0.252,8,37,167,33,11,2,3,12,5,3,3.38
1989,2020-06-19,2020,KIA,삼성,Home,22승 17패 0무,승,가뇽,5,11,0,3,33,11,5,5,0.276,9,40,164,30,7,0,7,7,4,4,4.00
1990,2020-06-19,2020,SK,키움,Away,12승 27패 0무,패,문승원,1,8,0,1,33,8,1,1,0.238,8 1/3,33,135,28,5,0,4,6,2,2,2.16
1991,2020-06-19,2020,키움,SK,Home,23승 17패 0무,승,한현희,2,5,0,4,28,5,2,2,0.263,9,34,115,33,8,0,1,6,1,1,1.00
1992,2020-06-20,2020,두산,LG,Away,24승 16패 0무,승,박종기,8,11,0,4,36,11,8,8,0.300,9,34,150,33,8,0,1,6,2,2,2.00
1993,2020-06-20,2020,LG,두산,Home,25승 15패 0무,패,켈리,2,8,0,1,33,8,2,2,0.294,9,40,150,36,11,1,4,9,8,8,8.00
1994,2020-06-20,2020,한화,NC,Away,10승 31패 0무,승,서폴드,4,9,2,2,33,9,4,4,0.233,9,36,139,34,8,1,1,10,3,2,2.00
1995,2020-06-20,2020,NC,한화,Home,27승 12패 0무,패,이재학,3,8,0,1,34,8,3,3,0.299,9,36,153,33,9,0,2,10,4,4,4.00
1996,2020-06-20,2020,롯데,KT,Away,20승 20패 0무,승,샘슨,8,14,0,5,41,14,8,8,0.270,9,34,129,31,5,0,3,11,0,0,0.00
1997,2020-06-20,2020,KT,롯데,Home,17승 23패 0무,패,소형준,0,5,1,3,31,5,0,0,0.294,9,46,162,41,14,0,5,6,8,8,8.00
1998,2020-06-20,2020,삼성,KIA,Away,19승 22패 0무,패,원태인,3,9,0,2,36,9,3,3,0.252,8,38,147,31,9,2,6,5,6,6,6.75
1999,2020-06-20,2020,KIA,삼성,Home,23승 17패 0무,승,임기영,6,9,0,6,31,9,6,6,0.276,9,38,163,36,9,0,2,6,3,3,3.00
2000,2020-06-20,2020,SK,키움,Away,12승 28패 0무,패,이건욱,3,10,0,2,36,10,3,3,0.239,8,40,159,31,10,4,8,6,9,9,10.13
2001,2020-06-20,2020,키움,SK,Home,24승 17패 0무,승,조영건,9,10,2,8,31,10,9,9,0.264,9,38,125,36,10,1,2,6,3,2,2.00
2002,2020-06-21,2020,두산,LG,Away,25승 16패 0무,승,알칸타라,3,8,1,8,36,8,3,3,0.298,9,35,124,35,9,0,0,6,1,1,1.00
2003,2020-06-21,2020,LG,두산,Home,25승 16패 0무,패,이민호,1,9,1,0,35,9,1,1,0.293,9,45,195,36,8,0,8,7,3,3,3.00
2004,2020-06-21,2020,한화,NC,Away,10승 32패 0무,패,김민우,7,7,2,9,34,7,7,7,0.233,8,40,149,35,11,1,4,8,9,7,7.88
2005,2020-06-21,2020,NC,한화,Home,28승 12패 0무,승,김진호,9,11,2,4,35,11,8,9,0.299,9,43,170,34,7,0,9,5,7,7,7.00
2006,2020-06-21,2020,롯데,KT,Away,20승 21패 0무,패,노경은,2,9,0,1,35,9,2,2,0.270,8,29,109,29,6,2,0,4,3,3,3.38
2007,2020-06-21,2020,KT,롯데,Home,18승 23패 0무,승,쿠에바스,3,6,0,0,29,6,3,3,0.293,9,36,130,35,9,0,1,7,2,2,2.00
2008,2020-06-21,2020,삼성,KIA,Away,20승 22패 0무,승,백정현,12,17,1,2,43,17,12,12,0.257,9,36,152,35,10,1,0,5,5,4,4.00
2009,2020-06-21,2020,KIA,삼성,Home,23승 18패 0무,패,양현종,5,10,2,0,35,10,4,5,0.277,9,45,175,43,17,3,2,6,12,11,11.00
2010,2020-06-21,2020,SK,키움,Away,12승 29패 0무,패,핀토,2,4,1,2,32,4,2,2,0.236,8,43,180,35,10,0,8,10,7,7,7.88
2011,2020-06-21,2020,키움,SK,Home,25승 17패 0무,승,요키시,7,10,2,8,35,10,7,7,0.265,9,34,119,32,4,1,2,9,2,2,2.00
2012,2020-06-23,2020,키움,LG,Away,26승 17패 0무,승,최원태,8,14,0,6,40,14,7,8,0.267,9,40,124,37,11,0,2,6,3,3,3.00
2013,2020-06-23,2020,LG,키움,Home,25승 17패 0무,패,김윤식,3,11,1,2,37,11,3,3,0.293,9,46,167,40,14,4,6,7,8,7,7.00
2014,2020-06-23,2020,두산,SK,Away,26승 16패 0무,승,플렉센,9,13,0,5,42,13,9,9,0.299,9,40,159,40,14,0,0,12,2,2,2.00
2015,2020-06-23,2020,SK,두산,Home,12승 30패 0무,패,김태훈,2,14,2,0,40,14,2,2,0.239,9,47,184,42,13,1,5,7,9,8,8.00
2016,2020-06-23,2020,KIA,롯데,Away,23승 19패 0무,패,브룩스,3,11,1,2,35,11,3,3,0.278,8 1/3,35,129,30,8,0,4,8,4,4,4.32
2017,2020-06-23,2020,롯데,KIA,Home,21승 21패 0무,승,서준원,4,8,0,4,30,8,4,4,0.270,9,37,135,35,11,1,2,4,3,3,3.00
2018,2020-06-23,2020,한화,삼성,Away,10승 33패 0무,패,채드벨,4,12,2,5,37,12,4,4,0.235,8,43,172,36,11,1,7,6,11,6,6.75
2019,2020-06-23,2020,삼성,한화,Home,21승 22패 0무,승,최채흥,11,11,0,7,36,11,8,11,0.258,9,43,176,37,12,1,5,9,4,4,4.00
2020,2020-06-23,2020,NC,KT,Away,29승 12패 0무,승,루친스키,4,7,0,3,31,7,4,4,0.297,9,36,131,33,8,2,3,6,3,3,3.00
2021,2020-06-23,2020,KT,NC,Home,18승 24패 0무,패,데스파이네,3,8,0,3,33,8,3,3,0.291,9,36,132,31,7,1,3,4,4,4,4.00
2022,2020-06-24,2020,한화,삼성,Away,10승 34패 0무,패,장시환,2,7,1,5,31,7,2,2,0.235,8 2/3,41,194,36,12,0,4,15,3,2,2.08
2023,2020-06-24,2020,삼성,한화,Home,22승 22패 0무,승,허윤동,3,12,1,4,36,12,3,3,0.260,9,36,148,31,7,1,5,5,2,2,2.00
2024,2020-06-25,2020,한화,삼성,Away,11승 34패 0무,승,김범수,9,13,0,5,39,13,9,9,0.237,9,37,141,34,7,0,3,9,2,2,2.00
2025,2020-06-25,2020,삼성,한화,Home,22승 23패 0무,패,뷰캐넌,2,7,1,3,34,7,2,2,0.259,9,44,156,39,13,1,5,7,9,9,9.00
2026,2020-06-25,2020,키움,LG,Away,27승 17패 0무,승,이승호,5,9,0,7,33,9,5,5,0.267,9,36,147,34,9,0,1,7,2,2,2.00
2027,2020-06-25,2020,LG,키움,Home,25승 18패 0무,패,윌슨,2,9,0,1,34,9,2,2,0.292,9,41,171,33,9,1,7,4,5,5,5.00
2028,2020-06-25,2020,두산,SK,Away,27승 16패 0무,승,유희관,14,18,0,8,45,18,12,14,0.302,9,42,151,39,14,1,3,4,6,6,6.00
2029,2020-06-25,2020,SK,두산,Home,12승 31패 0무,패,박종훈,6,14,1,3,39,14,6,6,0.242,9,53,190,45,18,4,8,3,14,14,14.00
2030,2020-06-25,2020,NC,KT,Away,30승 12패 0무,승,라이트,3,6,0,5,32,6,3,3,0.295,9,38,160,30,6,0,7,6,1,1,1.00
2031,2020-06-25,2020,KT,NC,Home,18승 25패 0무,패,배제성,1,6,0,7,30,6,1,1,0.290,9,37,138,32,6,2,5,5,3,3,3.00
2032,2020-06-25,2020,키움,LG,Away,28승 17패 0무,승,한현희,8,7,2,7,33,7,8,8,0.266,9,40,143,37,10,0,1,9,5,5,5.00
2033,2020-06-25,2020,LG,키움,Home,25승 19패 0무,패,차우찬,5,10,1,1,37,10,4,5,0.292,9,42,161,33,7,1,7,10,8,8,8.00
2034,2020-06-25,2020,두산,SK,Away,27승 17패 0무,패,이영하,0,4,2,2,31,4,0,0,0.298,8,43,182,33,10,1,8,6,7,6,6.75
2035,2020-06-25,2020,SK,두산,Home,13승 31패 0무,승,문승원,7,10,0,8,33,10,7,7,0.244,9,33,108,31,4,0,2,9,0,0,0.00
2036,2020-06-25,2020,NC,KT,Away,30승 13패 0무,패,구창모,6,10,3,1,37,10,6,6,0.294,8,50,175,43,17,1,5,6,19,16,18.00
2037,2020-06-25,2020,KT,NC,Home,19승 25패 0무,승,김민수,19,17,2,5,43,17,17,19,0.293,9,39,132,37,10,1,1,2,6,2,2.00
2038,2020-06-26,2020,NC,두산,Away,31승 13패 0무,승,이재학,9,11,0,5,32,11,8,9,0.295,9,37,145,32,7,0,5,4,3,3,3.00
2039,2020-06-26,2020,두산,NC,Home,27승 18패 0무,패,박종기,3,7,1,5,32,7,2,3,0.297,9,40,166,32,11,0,5,7,9,8,8.00
2040,2020-06-26,2020,LG,SK,Away,25승 20패 0무,패,켈리,0,3,1,6,27,3,0,0,0.289,8,36,132,30,9,1,5,4,7,6,6.75
2041,2020-06-26,2020,SK,LG,Home,14승 31패 0무,승,이건욱,7,9,0,5,30,9,6,7,0.245,9,33,134,27,3,0,6,4,0,0,0.00
2042,2020-06-26,2020,삼성,롯데,Away,23승 23패 0무,승,원태인,6,13,0,3,40,13,6,6,0.260,10,41,136,39,9,1,2,4,4,4,3.60
2043,2020-06-26,2020,롯데,삼성,Home,21승 22패 0무,패,스트레일리,4,9,1,2,39,9,4,4,0.269,10,44,139,40,13,1,3,4,6,6,5.40
2044,2020-06-26,2020,KIA,키움,Away,24승 19패 0무,승,가뇽,8,12,3,5,36,12,8,8,0.279,9,45,162,41,13,2,4,7,6,5,5.00
2045,2020-06-26,2020,키움,KIA,Home,28승 18패 0무,패,조영건,6,13,0,4,41,13,5,6,0.267,9,41,171,36,12,2,5,8,8,8,8.00
2046,2020-06-26,2020,KT,한화,Away,19승 26패 0무,패,소형준,4,10,1,3,35,10,4,4,0.292,8,39,136,36,14,0,2,3,7,6,6.75
2047,2020-06-26,2020,한화,KT,Home,12승 34패 0무,승,서폴드,7,14,0,2,36,14,7,7,0.241,9,38,163,35,10,1,3,8,4,4,4.00
2048,2020-06-27,2020,NC,두산,Away,31승 14패 0무,패,최성영,3,6,1,2,33,6,3,3,0.293,8,40,150,33,13,2,5,4,12,12,13.50
2049,2020-06-27,2020,두산,NC,Home,28승 18패 0무,승,알칸타라,12,13,0,5,33,13,11,12,0.299,9,35,123,33,6,2,2,7,3,3,3.00
2050,2020-06-27,2020,LG,SK,Away,26승 20패 0무,승,정찬헌,3,11,0,2,35,11,3,3,0.289,9,32,115,30,3,0,2,6,0,0,0.00
2051,2020-06-27,2020,SK,LG,Home,14승 32패 0무,패,핀토,0,3,1,2,30,3,0,0,0.242,9,39,134,35,11,0,2,7,3,2,2.00
2052,2020-06-27,2020,삼성,롯데,Away,24승 23패 0무,승,백정현,6,12,0,1,37,12,6,6,0.262,9,34,150,29,6,0,4,9,1,1,1.00
2053,2020-06-27,2020,롯데,삼성,Home,21승 23패 0무,패,샘슨,1,6,0,4,29,6,1,1,0.267,9,40,143,37,12,1,1,5,6,6,6.00
2054,2020-06-27,2020,KIA,키움,Away,24승 20패 0무,패,양현종,0,2,0,1,29,2,0,0,0.275,8,34,147,29,5,0,5,5,2,2,2.25
2055,2020-06-27,2020,키움,KIA,Home,29승 18패 0무,승,요키시,2,5,0,5,29,5,2,2,0.266,9,30,99,29,2,0,1,5,0,0,0.00
2056,2020-06-27,2020,KT,한화,Away,20승 26패 0무,승,쿠에바스,7,6,0,11,31,6,6,7,0.291,9,36,159,33,7,0,3,6,2,2,2.00
2057,2020-06-27,2020,한화,KT,Home,12승 35패 0무,패,김민우,2,7,2,3,33,7,2,2,0.240,9,45,171,31,6,2,11,14,7,5,5.00
2058,2020-06-28,2020,NC,두산,Away,32승 14패 0무,승,루친스키,5,12,1,2,38,12,5,5,0.294,9,35,120,33,5,0,2,7,0,0,0.00
2059,2020-06-28,2020,두산,NC,Home,28승 19패 0무,패,플렉센,0,5,0,2,33,5,0,0,0.296,9,40,166,38,12,3,2,8,5,5,5.00
2060,2020-06-28,2020,LG,SK,Away,27승 20패 0무,승,임찬규,4,10,0,2,35,10,4,4,0.289,9,33,122,32,5,0,1,9,0,0,0.00
2061,2020-06-28,2020,SK,LG,Home,14승 33패 0무,패,김주한,0,5,1,1,32,5,0,0,0.240,9,38,140,35,10,1,2,4,4,3,3.00
2062,2020-06-28,2020,삼성,롯데,Away,24승 24패 0무,패,김대우,3,5,1,0,32,5,3,3,0.260,8,38,164,34,10,1,3,5,7,7,7.88
2063,2020-06-28,2020,롯데,삼성,Home,22승 23패 0무,승,박세웅,7,10,0,3,34,10,7,7,0.268,9,32,98,32,5,1,0,3,3,3,3.00
2064,2020-06-28,2020,KIA,키움,Away,24승 21패 0무,패,브룩스,0,2,0,3,26,2,0,0,0.271,8,34,125,29,6,0,3,12,1,1,1.13
2065,2020-06-28,2020,키움,KIA,Home,30승 18패 0무,승,최원태,1,6,0,3,29,6,1,1,0.264,9,30,122,26,2,0,3,10,0,0,0.00
2066,2020-06-28,2020,KT,한화,Away,21승 26패 0무,승,데스파이네,8,9,0,4,34,9,8,8,0.290,9,36,144,33,8,1,2,7,4,4,4.00
2067,2020-06-28,2020,한화,KT,Home,12승 36패 0무,패,채드벨,4,8,0,2,33,8,4,4,0.240,9,39,153,34,9,2,4,11,8,8,8.00
2068,2020-06-30,2020,KT,LG,Away,21승 27패 0무,패,김민수,3,10,1,10,40,10,2,3,0.289,10 1/3,43,156,38,10,1,3,4,4,4,3.48
2069,2020-06-30,2020,LG,KT,Home,28승 20패 0무,승,이민호,4,10,0,3,38,10,3,4,0.289,11,52,215,40,10,0,10,8,3,3,2.45
2070,2020-06-30,2020,SK,삼성,Away,14승 34패 0무,패,박종훈,1,5,2,1,32,5,1,1,0.239,8,38,155,32,8,1,5,10,4,4,4.50
2071,2020-06-30,2020,삼성,SK,Home,25승 24패 0무,승,최채흥,4,8,2,5,32,8,4,4,0.260,9,33,135,32,5,1,1,7,1,1,1.00
2072,2020-06-30,2020,롯데,NC,Away,23승 23패 0무,승,김대우,10,15,0,9,43,15,10,10,0.270,11,48,174,40,11,3,5,8,8,8,6.55
2073,2020-06-30,2020,NC,롯데,Home,32승 15패 0무,패,라이트,8,11,1,5,40,11,8,8,0.293,11,54,190,43,15,3,9,4,10,9,7.36
2074,2020-06-30,2020,두산,키움,Away,28승 20패 0무,패,유희관,2,7,1,2,33,7,2,2,0.294,8,42,163,35,14,0,4,9,11,10,11.25
2075,2020-06-30,2020,키움,두산,Home,31승 18패 0무,승,이승호,11,14,0,4,35,14,10,11,0.267,9,35,132,33,7,1,2,5,2,2,2.00
2076,2020-07-01,2020,KT,LG,Away,22승 27패 0무,승,배제성,11,19,0,1,44,19,11,11,0.293,9,39,138,33,9,0,5,5,5,5,5.00
2077,2020-07-01,2020,LG,KT,Home,28승 21패 0무,패,차우찬,5,9,1,5,33,9,5,5,0.288,9,45,153,44,19,3,1,6,11,10,10.00
2078,2020-07-01,2020,SK,삼성,Away,14승 35패 0무,패,문승원,1,4,2,1,30,4,1,1,0.237,8,38,168,33,10,0,5,8,7,5,5.63
2079,2020-07-01,2020,삼성,SK,Home,26승 24패 0무,승,뷰캐넌,7,10,0,5,33,10,5,7,0.260,9,31,112,30,4,1,1,7,1,1,1.00
2080,2020-07-01,2020,롯데,NC,Away,23승 24패 0무,패,장원삼,2,6,3,1,30,6,2,2,0.269,8,34,120,29,6,2,4,3,6,5,5.63
2081,2020-07-01,2020,NC,롯데,Home,33승 15패 0무,승,구창모,6,6,0,4,29,6,4,6,0.292,9,32,129,30,6,1,1,11,2,2,2.00
2082,2020-07-01,2020,한화,KIA,Away,12승 37패 0무,패,장시환,3,12,0,4,32,12,3,3,0.243,8 2/3,40,141,35,11,0,4,8,4,4,4.15
2083,2020-07-01,2020,KIA,한화,Home,25승 21패 0무,승,임기영,4,11,1,4,35,11,4,4,0.272,9,40,153,32,12,0,4,4,3,3,3.00
2084,2020-07-01,2020,두산,키움,Away,29승 20패 0무,승,이영하,14,19,1,3,42,19,14,14,0.298,9,43,136,39,11,0,4,4,5,3,3.00
2085,2020-07-01,2020,키움,두산,Home,31승 19패 0무,패,한현희,5,11,0,4,39,11,5,5,0.268,9,45,163,42,19,1,3,4,14,14,14.00
2086,2020-07-02,2020,KT,LG,Away,23승 27패 0무,승,조병욱,4,15,0,3,41,15,4,4,0.294,10,34,111,34,7,0,0,4,3,3,2.70
2087,2020-07-02,2020,LG,KT,Home,28승 22패 0무,패,켈리,3,7,0,0,34,7,2,3,0.287,10,44,183,41,15,2,3,10,4,4,3.60
2088,2020-07-02,2020,SK,삼성,Away,14승 36패 0무,패,이건욱,2,10,0,1,35,10,2,2,0.238,8,38,162,32,11,1,6,9,6,6,6.75
2089,2020-07-02,2020,삼성,SK,Home,27승 24패 0무,승,원태인,6,11,0,6,32,11,6,6,0.262,9,37,140,35,10,0,1,7,2,2,2.00
2090,2020-07-02,2020,롯데,NC,Away,23승 25패 0무,패,스트레일리,7,10,1,7,35,10,7,7,0.269,8,40,170,38,14,1,1,7,9,6,6.75
2091,2020-07-02,2020,NC,롯데,Home,34승 15패 0무,승,이재학,9,14,0,1,38,14,8,9,0.293,9,43,167,35,10,1,7,5,7,7,7.00
2092,2020-07-02,2020,한화,KIA,Away,12승 38패 0무,패,서폴드,1,9,0,7,32,9,1,1,0.244,8,40,157,37,13,0,3,4,7,6,6.75
2093,2020-07-02,2020,KIA,한화,Home,26승 21패 0무,승,이민우,7,13,0,3,37,13,6,7,0.274,9,39,163,32,9,1,7,7,1,1,1.00
2094,2020-07-02,2020,두산,키움,Away,29승 21패 0무,패,박종기,7,10,0,9,37,10,7,7,0.297,8,45,167,38,16,2,6,6,10,10,11.25
2095,2020-07-02,2020,키움,두산,Home,32승 19패 0무,승,조영건,10,16,2,6,38,16,10,10,0.271,9,46,180,37,10,0,9,7,7,6,6.00
2096,2020-07-03,2020,한화,두산,Away,12승 39패 0무,패,김범수,1,5,0,3,32,5,1,1,0.242,8,35,137,28,7,1,6,5,2,2,2.25
2097,2020-07-03,2020,두산,한화,Home,30승 21패 0무,승,알칸타라,2,7,0,6,28,7,2,2,0.297,9,35,152,32,5,0,3,10,1,1,1.00
2098,2020-07-03,2020,SK,롯데,Away,15승 36패 0무,승,핀토,7,12,0,2,40,12,7,7,0.239,8 1/3,43,172,32,9,0,9,2,4,4,4.32
2099,2020-07-03,2020,롯데,SK,Home,23승 26패 0무,패,샘슨,4,9,2,9,32,9,4,4,0.269,9,42,152,40,12,2,2,7,7,5,5.00
2100,2020-07-03,2020,LG,삼성,Away,28승 23패 0무,패,윌슨,7,10,1,4,33,10,7,7,0.287,7,34,106,32,11,0,1,7,9,4,5.14
2101,2020-07-03,2020,삼성,LG,Home,28승 24패 0무,승,백정현,9,11,0,1,32,11,9,9,0.264,8,37,168,33,10,4,4,8,7,7,7.88
2102,2020-07-03,2020,KIA,NC,Away,27승 21패 0무,승,가뇽,8,9,0,3,34,9,8,8,0.274,9,36,133,34,9,0,2,6,2,2,2.00
2103,2020-07-03,2020,NC,KIA,Home,34승 16패 0무,패,최성영,2,9,0,2,34,9,2,2,0.293,9,39,140,34,9,2,3,4,8,8,8.00
2104,2020-07-03,2020,키움,KT,Away,32승 20패 0무,패,요키시,2,6,2,5,33,6,1,2,0.269,8 2/3,38,165,35,11,0,2,8,3,1,1.04
2105,2020-07-03,2020,KT,키움,Home,24승 27패 0무,승,데스파이네,3,11,2,2,35,11,2,3,0.295,9,38,156,33,6,1,5,8,2,2,2.00
2106,2020-07-04,2020,한화,두산,Away,13승 39패 0무,승,김민우,6,10,1,3,36,10,6,6,0.243,9,43,172,38,10,0,5,7,2,1,1.00
2107,2020-07-04,2020,두산,한화,Home,30승 22패 0무,패,플렉센,2,10,0,5,38,10,2,2,0.296,9,39,138,36,10,0,3,5,6,6,6.00
2108,2020-07-04,2020,SK,롯데,Away,15승 37패 0무,패,김주한,4,10,1,2,36,10,4,4,0.240,8,44,185,37,14,1,7,3,10,9,10.13
2109,2020-07-04,2020,롯데,SK,Home,24승 26패 0무,승,서준원,10,14,1,7,37,14,8,10,0.272,9,38,159,36,10,2,2,7,4,4,4.00
2110,2020-07-04,2020,LG,삼성,Away,28승 24패 0무,패,임찬규,6,8,0,6,42,8,5,6,0.285,11 2/3,52,187,46,13,2,5,10,7,7,5.40
2111,2020-07-04,2020,삼성,LG,Home,29승 24패 0무,승,허윤동,7,13,0,5,46,13,7,7,0.264,12,50,184,42,8,1,6,10,6,6,4.50
2112,2020-07-04,2020,KIA,NC,Away,27승 22패 0무,패,양현종,2,8,0,5,32,8,2,2,0.274,8,38,104,35,14,3,0,2,9,9,10.13
2113,2020-07-04,2020,NC,KIA,Home,35승 16패 0무,승,루친스키,9,14,0,0,35,14,9,9,0.295,9,37,127,32,8,0,5,6,2,2,2.00
2114,2020-07-04,2020,키움,KT,Away,33승 20패 0무,승,최원태,10,12,0,5,33,12,10,10,0.271,9,45,210,38,12,2,7,9,6,6,6.00
2115,2020-07-04,2020,KT,키움,Home,24승 28패 0무,패,쿠에바스,6,12,2,7,38,12,6,6,0.295,9,40,142,33,12,1,5,3,10,10,10.00
2116,2020-07-05,2020,한화,두산,Away,13승 40패 0무,패,채드벨,4,10,0,1,35,10,4,4,0.244,8,40,140,37,14,1,3,6,7,7,7.88
2117,2020-07-05,2020,두산,한화,Home,31승 22패 0무,승,유희관,7,14,0,3,37,14,7,7,0.298,9,36,142,35,10,0,1,8,4,4,4.00
2118,2020-07-05,2020,SK,롯데,Away,16승 37패 0무,승,박종훈,6,10,1,3,34,10,5,6,0.241,9,36,146,32,7,0,3,10,3,3,3.00
2119,2020-07-05,2020,롯데,SK,Home,24승 27패 0무,패,박세웅,3,7,0,3,32,7,3,3,0.271,9,38,141,34,10,2,3,9,6,6,6.00
2120,2020-07-05,2020,LG,삼성,Away,29승 24패 0무,승,정찬헌,7,7,0,10,35,7,7,7,0.283,9,38,154,37,11,1,1,7,3,3,3.00
