,Date,Season,Team,상대팀,H&A,Result,Record,선발,R,H,E,B,AB,HIT,RBI,RECh,AVG,IP,HN,PIT,AP,HITp,HR,BB,SO,RECp,ER,ERA
0,2019-03-12,2019,NC,롯데,Away,0승 1패 0무,패,구창모,4,10,1,1,34,10,4,4,0.294,8,36,137,31,9,2,5,7,6,5,5.63
1,2019-03-12,2019,롯데,NC,Home,1승 0패 0무,승,레일리,6,9,0,5,31,9,5,6,0.290,9,36,132,34,10,0,1,7,4,4,4.00
2,2019-03-12,2019,KT,삼성,Away,0승 1패 0무,패,쿠에바스,12,11,0,8,39,11,12,12,0.282,8 2/3,48,176,45,20,3,2,7,13,13,13.50
3,2019-03-12,2019,삼성,KT,Home,1승 0패 0무,승,윤성환,13,20,1,2,45,20,13,13,0.444,9,47,191,39,11,4,8,7,12,10,10.00
4,2019-03-12,2019,SK,KIA,Away,0승 1패 0무,패,김광현,1,5,3,3,30,5,1,1,0.167,8,34,118,31,4,0,3,7,4,0,0.00
5,2019-03-12,2019,KIA,SK,Home,1승 0패 0무,승,터너,4,4,0,3,31,4,1,4,0.129,9,33,128,30,5,1,3,5,1,1,1.00
6,2019-03-12,2019,LG,키움,Away,0승 1패 0무,패,윌슨,1,9,0,3,34,9,1,1,0.265,8,34,143,32,8,1,2,9,4,4,4.50
7,2019-03-12,2019,키움,LG,Home,1승 0패 0무,승,요키시,4,8,1,2,32,8,3,4,0.250,9,37,137,34,9,0,3,10,1,1,1.00
8,2019-03-12,2019,두산,한화,Away,0승 1패 0무,패,장원준,2,6,0,4,33,6,2,2,0.182,8,40,150,32,11,0,7,5,3,3,3.38
9,2019-03-12,2019,한화,두산,Home,1승 0패 0무,승,김재영,3,11,1,7,32,11,3,3,0.344,9,37,138,33,6,0,4,7,2,2,2.00
10,2019-03-13,2019,NC,롯데,Away,1승 1패 0무,승,이재학,5,11,0,0,31,11,5,5,0.323,7,26,107,24,4,0,2,8,0,0,0.00
11,2019-03-13,2019,롯데,NC,Home,1승 1패 0무,패,김원중,0,4,2,2,24,4,0,0,0.236,7,31,111,31,11,1,0,8,5,2,2.57
12,2019-03-13,2019,KT,삼성,Away,0승 2패 0무,패,금민철,1,6,0,1,33,6,1,1,0.236,8,35,154,29,6,0,6,9,6,6,6.75
13,2019-03-13,2019,삼성,KT,Home,2승 0패 0무,승,헤일리,6,6,0,6,29,6,6,6,0.351,9,34,147,33,6,0,1,12,1,1,1.00
14,2019-03-13,2019,SK,KIA,Away,0승 1패 1무,무,산체스,3,2,2,6,27,2,3,3,0.123,9,36,116,35,9,0,1,8,3,2,2.00
15,2019-03-13,2019,KIA,SK,Home,1승 0패 1무,무,윌랜드,3,9,0,1,35,9,3,3,0.197,9,33,154,27,2,1,6,9,3,3,3.00
16,2019-03-13,2019,LG,키움,Away,1승 1패 0무,승,켈리,8,15,0,4,40,15,8,8,0.324,9,41,169,35,9,1,6,7,4,4,4.00
17,2019-03-13,2019,키움,LG,Home,1승 1패 0무,패,최원태,4,9,0,6,35,9,4,4,0.254,9,44,157,40,15,1,4,8,8,8,8.00
18,2019-03-13,2019,두산,한화,Away,0승 2패 0무,패,유희관,2,8,0,5,33,8,1,2,0.212,8,42,153,32,9,1,10,6,9,8,9.00
19,2019-03-13,2019,한화,두산,Home,2승 0패 0무,승,김성훈,9,9,0,10,32,9,8,9,0.313,9,38,150,33,8,0,5,7,2,2,2.00
20,2019-03-14,2019,두산,LG,Away,1승 2패 0무,승,후랭코프,13,11,1,10,37,11,11,13,0.243,9,38,151,34,9,0,3,6,2,1,1.00
21,2019-03-14,2019,LG,두산,Home,1승 2패 0무,패,임찬규,2,9,2,3,34,9,2,2,0.306,9,49,212,37,11,1,10,8,13,8,8.00
22,2019-03-14,2019,NC,삼성,Away,2승 1패 0무,승,김영규,6,9,1,4,34,9,5,6,0.303,9,36,143,35,8,1,1,9,4,4,4.00
23,2019-03-14,2019,삼성,NC,Home,2승 1패 0무,패,최채흥,4,8,2,1,35,8,4,4,0.312,9,39,135,34,9,0,4,6,6,4,4.00
24,2019-03-14,2019,KT,KIA,Away,0승 3패 0무,패,이대은,5,8,1,4,32,8,4,5,0.240,8,43,158,38,14,2,5,5,9,9,10.13
25,2019-03-14,2019,KIA,KT,Home,2승 0패 1무,승,임기영,9,14,1,5,38,14,9,9,0.260,9,37,147,32,8,0,4,9,5,5,5.00
26,2019-03-14,2019,롯데,키움,Away,1승 2패 0무,패,톰슨,3,5,1,10,30,5,3,3,0.212,8,41,149,34,10,1,6,10,8,8,9.00
27,2019-03-14,2019,키움,롯데,Home,2승 1패 0무,승,안우진,8,10,0,6,34,10,8,8,0.267,9,40,169,30,5,1,10,9,3,3,3.00
28,2019-03-14,2019,SK,한화,Away,0승 2패 1무,패,다익손,3,8,0,3,34,8,3,3,0.165,8,35,128,31,10,1,3,4,5,5,5.63
29,2019-03-14,2019,한화,SK,Home,3승 0패 0무,승,채드벨,5,10,1,3,31,10,5,5,0.316,9,37,150,34,8,1,3,7,3,3,3.00
30,2019-03-15,2019,NC,삼성,Away,3승 1패 0무,승,윤강민,3,9,0,1,31,9,3,3,0.300,7,29,119,24,6,0,5,6,1,1,1.29
31,2019-03-15,2019,삼성,NC,Home,2승 2패 0무,패,최충연,1,6,0,5,24,6,1,1,0.301,7 1/3,32,115,31,9,1,1,6,3,3,3.68
32,2019-03-15,2019,롯데,키움,Away,1승 3패 0무,패,장시환,3,8,0,1,35,8,3,3,0.217,8,37,136,31,7,1,6,10,4,4,4.50
33,2019-03-15,2019,키움,롯데,Home,3승 1패 0무,승,김동준,4,7,0,6,31,7,3,4,0.258,9,36,145,35,8,1,1,9,3,3,3.00
34,2019-03-15,2019,SK,한화,Away,1승 2패 1무,승,박종훈,8,13,0,3,36,13,7,8,0.220,9,39,155,36,10,0,3,10,2,2,2.00
35,2019-03-15,2019,한화,SK,Home,3승 1패 0무,패,서폴드,2,10,0,3,36,10,2,2,0.305,9,40,145,36,13,1,3,9,8,8,8.00
36,2019-03-16,2019,LG,삼성,Away,2승 2패 0무,승,정우영,7,11,0,5,37,11,7,7,0.303,9,36,160,31,7,0,5,9,4,4,4.00
37,2019-03-16,2019,삼성,LG,Home,2승 3패 0무,패,맥과이어,4,7,0,5,31,7,3,4,0.287,9,42,163,37,11,3,5,11,7,7,7.00
38,2019-03-16,2019,SK,KT,Away,2승 2패 1무,승,문승원,6,10,0,6,35,10,6,6,0.235,9,37,159,34,7,0,3,7,2,2,2.00
39,2019-03-16,2019,KT,SK,Home,0승 4패 0무,패,배제성,2,7,1,3,34,7,2,2,0.232,9,41,174,35,10,1,6,6,6,2,2.00
40,2019-03-16,2019,NC,KIA,Away,3승 1패 1무,무,버틀러,2,8,1,3,34,8,2,2,0.287,9,35,127,32,5,0,3,5,2,2,2.00
41,2019-03-16,2019,KIA,NC,Home,2승 0패 2무,무,양현종,2,5,1,3,32,5,2,2,0.235,9,37,140,34,8,0,3,8,2,2,2.00
42,2019-03-16,2019,두산,키움,Away,2승 2패 0무,승,린드블럼,3,6,0,5,31,6,3,3,0.231,9,39,134,35,10,0,4,12,2,2,2.00
43,2019-03-16,2019,키움,두산,Home,3승 2패 0무,패,브리검,2,10,0,4,35,10,1,2,0.263,9,37,144,31,6,0,5,4,3,3,3.00
44,2019-03-16,2019,롯데,한화,Away,1승 4패 0무,패,윤성빈,1,2,0,5,30,2,0,1,0.187,8,34,147,32,8,1,2,12,6,6,6.75
45,2019-03-16,2019,한화,롯데,Home,4승 1패 0무,승,박주홍,6,8,2,2,32,8,6,6,0.294,9,35,137,30,2,0,5,9,1,1,1.00
46,2019-03-17,2019,LG,삼성,Away,3승 2패 0무,승,윌슨,7,11,2,9,38,11,5,7,0.301,9,39,156,34,8,0,4,9,5,4,4.00
47,2019-03-17,2019,삼성,LG,Home,2승 4패 0무,패,백정현,5,8,2,4,34,8,5,5,0.278,9,47,161,38,11,0,9,6,7,5,5.00
48,2019-03-17,2019,SK,KT,Away,3승 2패 1무,승,이승진,3,7,0,2,34,7,2,3,0.230,9,36,141,32,8,1,4,9,1,1,1.00
49,2019-03-17,2019,KT,SK,Home,0승 5패 0무,패,손동현,1,8,2,4,32,8,1,1,0.235,9,37,168,34,7,0,2,11,3,1,1.00
50,2019-03-17,2019,NC,KIA,Away,3승 2패 1무,패,루친스키,5,8,1,6,31,8,5,5,0.282,8,38,118,34,13,0,3,5,6,6,6.75
51,2019-03-17,2019,KIA,NC,Home,3승 0패 2무,승,터너,6,13,0,3,34,13,5,6,0.265,9,38,140,31,8,0,6,8,5,5,5.00
52,2019-03-17,2019,두산,키움,Away,3승 2패 0무,승,이용찬,3,4,0,7,31,4,1,3,0.212,9,37,142,33,9,0,4,7,1,1,1.00
53,2019-03-17,2019,키움,두산,Home,3승 3패 0무,패,요키시,1,9,1,4,33,9,1,1,0.265,9,38,164,31,4,0,7,7,3,1,1.00
54,2019-03-17,2019,롯데,한화,Away,2승 4패 0무,승,레일리,8,14,1,1,41,14,8,8,0.220,9,38,165,32,8,0,5,11,6,1,1.00
55,2019-03-17,2019,한화,롯데,Home,4승 2패 0무,패,김민우,6,8,1,5,32,8,4,6,0.287,9,42,128,41,14,1,1,7,8,8,8.00
56,2019-03-19,2019,두산,SK,Away,3승 3패 0무,패,유희관,2,4,0,3,31,4,2,2,0.199,8,29,125,26,5,2,2,7,3,3,3.38
57,2019-03-19,2019,SK,두산,Home,4승 2패 1무,승,이원준,3,5,0,2,26,5,3,3,0.225,9,34,136,31,4,1,3,12,2,2,2.00
58,2019-03-19,2019,KIA,키움,Away,3승 1패 2무,패,김기훈,3,7,0,0,33,7,3,3,0.256,8,36,139,29,7,1,6,7,4,4,4.50
59,2019-03-19,2019,키움,KIA,Home,4승 3패 0무,승,이승호,4,7,1,6,29,7,4,4,0.262,9,33,106,33,7,0,0,7,3,3,3.00
60,2019-03-19,2019,삼성,롯데,Away,2승 5패 0무,패,윤성환,0,8,1,0,34,8,0,0,0.272,8,39,123,31,8,1,6,2,6,5,5.63
61,2019-03-19,2019,롯데,삼성,Home,3승 4패 0무,승,김원중,6,8,0,6,31,8,5,6,0.225,9,34,142,34,8,0,0,6,0,0,0.00
62,2019-03-19,2019,한화,NC,Away,5승 2패 0무,승,채드벨,5,9,0,7,35,9,4,5,0.283,9,32,119,31,7,0,1,5,2,2,2.00
63,2019-03-19,2019,NC,한화,Home,3승 3패 1무,패,구창모,2,7,1,1,31,7,2,2,0.274,9,42,161,35,9,2,7,9,5,4,4.00
64,2019-03-19,2019,LG,KT,Away,3승 2패 1무,무,켈리,3,10,0,4,36,10,2,3,0.297,9,34,144,32,7,0,2,7,3,3,3.00
65,2019-03-19,2019,KT,LG,Home,0승 5패 1무,무,금민철,3,7,0,2,32,7,3,3,0.233,9,40,156,36,10,1,4,6,3,3,3.00
66,2019-03-20,2019,두산,SK,Away,3승 4패 0무,패,후랭코프,0,2,2,4,22,2,0,0,0.188,7,27,106,22,4,0,5,6,1,0,0.00
67,2019-03-20,2019,SK,두산,Home,5승 2패 1무,승,다익손,1,4,1,5,22,4,0,1,0.221,7,26,103,22,2,0,4,6,0,0,0.00
68,2019-03-20,2019,삼성,롯데,Away,2승 6패 0무,패,최채흥,3,4,0,0,31,4,3,3,0.255,8,38,137,33,10,0,5,7,4,4,4.50
69,2019-03-20,2019,롯데,삼성,Home,4승 4패 0무,승,박시영,4,10,1,5,33,10,4,4,0.235,9,31,109,31,4,2,0,6,3,3,3.00
70,2019-03-20,2019,한화,NC,Away,5승 3패 0무,패,김재영,2,7,1,1,34,7,1,2,0.273,8,33,138,30,5,0,3,6,3,2,2.25
71,2019-03-20,2019,NC,한화,Home,4승 3패 1무,승,이재학,3,5,1,3,30,5,3,3,0.262,9,35,150,34,7,1,1,15,2,1,1.00
72,2019-03-20,2019,KIA,키움,Away,3승 2패 2무,패,임기영,0,7,1,0,33,7,0,0,0.250,8,36,129,33,11,0,3,11,2,2,2.25
73,2019-03-20,2019,키움,KIA,Home,5승 3패 0무,승,김동준,2,11,0,3,33,11,2,2,0.271,9,33,122,33,7,0,0,11,0,0,0.00
74,2019-03-23,2019,한화,두산,Away,0승 1패 0무,패,서폴드,4,12,1,6,34,12,4,4,0.353,8,33,138,28,6,1,5,3,5,5,5.63
75,2019-03-23,2019,두산,한화,Home,1승 0패 0무,승,린드블럼,5,6,0,5,28,6,5,5,0.214,9,42,151,34,12,0,6,7,4,4,4.00
76,2019-03-23,2019,KT,SK,Away,0승 1패 0무,패,쿠에바스,4,9,1,3,36,9,4,4,0.250,8,37,140,31,8,2,6,5,7,6,6.75
77,2019-03-23,2019,SK,KT,Home,1승 0패 0무,승,김광현,7,8,1,6,31,8,6,7,0.258,9,39,153,36,9,1,3,10,4,4,4.00
78,2019-03-23,2019,키움,롯데,Away,1승 0패 0무,승,브리검,7,14,2,3,40,14,7,7,0.350,9,37,128,35,7,0,2,11,4,3,3.00
79,2019-03-23,2019,롯데,키움,Home,0승 1패 0무,패,레일리,4,7,3,2,35,7,4,4,0.200,9,44,158,40,14,2,3,7,7,7,7.00
80,2019-03-23,2019,삼성,NC,Away,0승 1패 0무,패,맥과이어,0,4,1,2,29,4,0,0,0.138,8,36,144,31,8,3,5,7,7,7,7.88
81,2019-03-23,2019,NC,삼성,Home,1승 0패 0무,승,버틀러,7,8,2,5,31,8,7,7,0.258,9,31,123,29,4,0,2,5,0,0,0.00
82,2019-03-23,2019,LG,KIA,Away,1승 0패 0무,승,윌슨,2,8,0,3,31,8,2,2,0.258,9,33,119,28,3,0,4,6,0,0,0.00
83,2019-03-23,2019,KIA,LG,Home,0승 1패 0무,패,양현종,0,3,0,4,28,3,0,0,0.107,9,34,146,31,8,0,3,12,2,2,2.00
84,2019-03-24,2019,한화,두산,Away,1승 1패 0무,승,채드벨,11,9,0,5,37,9,10,11,0.296,9,30,113,28,3,0,2,8,1,1,1.00
85,2019-03-24,2019,두산,한화,Home,1승 1패 0무,패,이용찬,1,3,3,2,28,3,1,1,0.161,9,43,156,37,9,0,5,11,11,5,5.00
86,2019-03-24,2019,KT,SK,Away,0승 2패 0무,패,금민철,3,7,1,4,33,7,3,3,0.232,8,36,161,33,9,2,3,5,6,6,6.75
87,2019-03-24,2019,SK,KT,Home,2승 0패 0무,승,산체스,6,9,0,3,33,9,6,6,0.266,9,37,139,33,7,0,4,10,3,3,3.00
88,2019-03-24,2019,키움,롯데,Away,1승 1패 0무,패,요키시,2,6,1,2,33,6,2,2,0.274,8,35,144,31,9,1,2,7,6,6,6.75
89,2019-03-24,2019,롯데,키움,Home,1승 1패 0무,승,김원중,6,9,1,2,31,9,6,6,0.242,9,35,150,33,6,0,2,12,2,2,2.00
90,2019-03-24,2019,삼성,NC,Away,1승 1패 0무,승,백정현,4,5,2,10,30,5,3,4,0.153,9,38,136,37,8,1,1,5,3,3,3.00
91,2019-03-24,2019,NC,삼성,Home,1승 1패 0무,패,루친스키,3,8,2,1,37,8,3,3,0.235,9,42,158,30,5,0,10,7,4,2,2.00
92,2019-03-24,2019,LG,KIA,Away,2승 0패 0무,승,켈리,9,12,1,6,40,12,8,9,0.282,9,36,124,36,9,0,0,10,3,1,1.00
93,2019-03-24,2019,KIA,LG,Home,0승 2패 0무,패,터너,3,9,3,0,36,9,3,3,0.188,9,46,178,40,12,2,6,5,9,8,8.00
94,2019-03-26,2019,키움,두산,Away,1승 2패 0무,패,최원태,2,6,0,6,33,6,2,2,0.245,8,37,162,30,7,1,7,5,7,7,7.88
95,2019-03-26,2019,두산,키움,Home,2승 1패 0무,승,후랭코프,7,7,0,7,30,7,7,7,0.186,9,39,168,33,6,0,6,8,2,2,2.00
96,2019-03-26,2019,LG,SK,Away,3승 0패 0무,승,임찬규,6,5,0,6,31,5,6,6,0.245,9,33,128,33,8,1,0,12,3,3,3.00
97,2019-03-26,2019,SK,LG,Home,2승 1패 0무,패,다익손,3,8,1,0,33,8,3,3,0.258,9,38,143,31,5,1,6,2,6,6,6.00
98,2019-03-26,2019,삼성,롯데,Away,1승 2패 0무,패,헤일리,2,4,3,2,31,4,2,2,0.144,8,36,166,34,9,0,2,4,7,6,6.75
99,2019-03-26,2019,롯데,삼성,Home,2승 1패 0무,승,톰슨,7,9,0,2,34,9,6,7,0.250,9,33,125,31,4,1,2,10,2,2,2.00
100,2019-03-26,2019,KT,NC,Away,0승 3패 0무,패,이대은,8,13,5,6,45,13,8,8,0.254,10 2/3,51,200,43,12,5,7,10,9,7,5.91
101,2019-03-26,2019,NC,KT,Home,2승 1패 0무,승,이재학,9,12,2,7,43,12,9,9,0.252,11,51,209,45,13,2,6,16,8,6,4.91
102,2019-03-26,2019,한화,KIA,Away,2승 1패 0무,승,김재영,13,16,2,7,38,16,13,13,0.339,9,44,181,37,8,0,7,8,7,6,6.00
103,2019-03-26,2019,KIA,한화,Home,0승 3패 0무,패,임기영,7,8,0,7,37,8,6,7,0.198,9,46,154,38,16,3,7,7,13,13,13.00
104,2019-03-27,2019,키움,두산,Away,1승 3패 0무,패,이승호,2,6,0,2,35,6,2,2,0.227,9 1/3,38,139,33,12,0,5,6,3,3,2.89
105,2019-03-27,2019,두산,키움,Home,3승 1패 0무,승,유희관,3,12,0,5,33,12,3,3,0.235,10,38,144,35,6,1,2,7,2,2,1.80
106,2019-03-27,2019,LG,SK,Away,3승 1패 0무,패,배재준,1,9,1,6,40,9,0,1,0.239,10 1/3,39,154,37,5,1,2,10,2,2,1.74
107,2019-03-27,2019,SK,LG,Home,3승 1패 0무,승,박종훈,2,5,1,2,37,5,2,2,0.224,11,46,170,40,9,0,6,10,1,1,0.82
108,2019-03-27,2019,삼성,롯데,Away,2승 2패 0무,승,최충연,23,24,0,11,51,24,23,23,0.262,9,40,158,35,8,2,5,7,4,4,4.00
109,2019-03-27,2019,롯데,삼성,Home,2승 2패 0무,패,장시환,4,8,1,5,35,8,4,4,0.244,9,62,241,51,24,8,11,10,23,21,21.00
110,2019-03-27,2019,KT,NC,Away,0승 4패 0무,패,김민,1,8,0,4,33,8,1,1,0.252,8,29,95,28,6,1,1,7,4,3,3.38
111,2019-03-27,2019,NC,KT,Home,3승 1패 0무,승,김영규,4,6,1,1,28,6,4,4,0.245,9,38,136,33,8,0,4,5,1,1,1.00
112,2019-03-27,2019,한화,KIA,Away,2승 2패 0무,패,김성훈,4,9,0,5,35,9,4,4,0.319,8,45,178,36,13,1,9,8,9,9,10.13
113,2019-03-27,2019,KIA,한화,Home,1승 3패 0무,승,윌랜드,9,13,1,9,36,13,9,9,0.241,9,40,153,35,9,1,5,7,4,3,3.00
114,2019-03-28,2019,키움,두산,Away,2승 3패 0무,승,안우진,5,9,0,6,36,9,5,5,0.232,9,38,150,32,9,0,6,4,4,4,4.00
115,2019-03-28,2019,두산,키움,Home,3승 2패 0무,패,이영하,4,9,0,6,32,9,4,4,0.245,9,42,144,36,9,0,6,2,5,5,5.00
116,2019-03-28,2019,LG,SK,Away,3승 2패 0무,패,차우찬,1,2,0,1,29,2,1,1,0.211,8 2/3,32,132,27,4,1,4,8,3,3,3.12
117,2019-03-28,2019,SK,LG,Home,4승 1패 0무,승,문승원,3,4,0,4,27,4,3,3,0.211,9,30,107,29,2,1,1,9,1,1,1.00
118,2019-03-28,2019,삼성,롯데,Away,3승 2패 0무,승,최채흥,12,12,1,11,38,12,10,12,0.274,9,40,180,37,11,0,3,12,7,6,6.00
119,2019-03-28,2019,롯데,삼성,Home,2승 3패 0무,패,윤성빈,7,11,3,3,37,11,7,7,0.256,9,51,200,38,12,2,11,9,12,10,10.00
120,2019-03-28,2019,KT,NC,Away,0승 5패 0무,패,배제성,2,11,0,4,37,11,2,2,0.261,8,35,127,32,9,2,3,5,6,6,6.75
121,2019-03-28,2019,NC,KT,Home,4승 1패 0무,승,박진우,6,9,0,3,32,9,6,6,0.251,9,41,159,37,11,1,4,6,2,2,2.00
122,2019-03-28,2019,한화,KIA,Away,2승 3패 0무,패,박주홍,4,5,0,2,30,5,4,4,0.293,8,38,152,31,9,3,7,3,6,6,6.75
123,2019-03-28,2019,KIA,한화,Home,2승 3패 0무,승,김기훈,6,9,0,7,31,9,6,6,0.250,9,33,137,30,5,0,2,10,4,4,4.00
124,2019-03-29,2019,롯데,LG,Away,2승 4패 0무,패,레일리,1,6,0,4,29,6,1,1,0.249,8,35,145,29,6,1,6,9,2,2,2.25
125,2019-03-29,2019,LG,롯데,Home,4승 2패 0무,승,윌슨,2,6,0,6,29,6,2,2,0.210,9,35,121,29,6,0,4,5,1,1,1.00
126,2019-03-29,2019,두산,삼성,Away,4승 2패 0무,승,린드블럼,3,11,1,5,36,11,3,3,0.257,9,36,133,36,11,0,0,10,2,1,1.00
127,2019-03-29,2019,삼성,두산,Home,3승 3패 0무,패,맥과이어,2,11,1,0,36,11,2,2,0.279,9,41,181,36,11,1,5,6,3,3,3.00
128,2019-03-29,2019,KIA,KT,Away,2승 4패 0무,패,양현종,3,7,0,1,33,7,3,3,0.244,8,40,130,38,15,1,1,5,6,6,6.75
129,2019-03-29,2019,KT,KIA,Home,1승 5패 0무,승,쿠에바스,6,15,0,1,38,15,6,6,0.284,9,35,130,33,7,0,1,13,3,3,3.00
130,2019-03-29,2019,SK,키움,Away,5승 1패 0무,승,김광현,5,10,0,6,33,10,5,5,0.227,9,38,149,35,9,0,2,10,2,2,2.00
131,2019-03-29,2019,키움,SK,Home,2승 4패 0무,패,브리검,2,9,0,2,35,9,2,2,0.236,9,40,141,33,10,0,6,2,5,5,5.00
132,2019-03-29,2019,NC,한화,Away,4승 2패 0무,패,버틀러,0,7,1,2,32,7,0,0,0.246,8,41,143,36,13,2,4,9,9,9,10.13
133,2019-03-29,2019,한화,NC,Home,3승 3패 0무,승,서폴드,9,13,0,4,36,13,9,9,0.305,9,34,136,32,7,0,2,8,0,0,0.00
134,2019-03-30,2019,롯데,LG,Away,3승 4패 0무,승,김원중,7,9,1,4,34,9,7,7,0.251,9,35,134,30,3,0,4,11,1,1,1.00
135,2019-03-30,2019,LG,롯데,Home,4승 3패 0무,패,켈리,1,3,1,4,30,3,1,1,0.196,9,41,149,34,9,0,4,8,7,5,5.00
136,2019-03-30,2019,두산,삼성,Away,5승 2패 0무,승,이용찬,4,5,0,4,30,5,4,4,0.244,9,35,138,30,5,1,3,9,2,2,2.00
137,2019-03-30,2019,삼성,두산,Home,3승 4패 0무,패,백정현,2,5,0,3,30,5,2,2,0.265,9,34,111,30,5,1,4,4,4,4,4.00
138,2019-03-30,2019,KIA,KT,Away,2승 5패 0무,패,터너,2,6,1,5,32,6,2,2,0.236,8,40,175,33,10,1,6,10,6,5,5.63
139,2019-03-30,2019,KT,KIA,Home,2승 5패 0무,승,알칸타라,6,10,0,6,33,10,5,6,0.286,9,37,140,32,6,0,5,10,2,2,2.00
140,2019-03-30,2019,SK,키움,Away,5승 2패 0무,패,산체스,1,3,2,2,28,3,1,1,0.212,8,36,164,32,7,0,4,10,3,2,2.25
141,2019-03-30,2019,키움,SK,Home,3승 4패 0무,승,요키시,3,7,0,4,32,7,3,3,0.234,9,31,128,28,3,0,2,8,1,1,1.00
142,2019-03-30,2019,NC,한화,Away,4승 3패 0무,패,루친스키,5,12,2,6,35,12,5,5,0.261,8,47,186,33,9,1,13,4,13,10,11.25
143,2019-03-30,2019,한화,NC,Home,4승 3패 0무,승,채드벨,13,9,0,13,33,9,11,13,0.300,9,41,129,35,12,0,6,10,5,5,5.00
144,2019-03-31,2019,롯데,LG,Away,3승 5패 0무,패,톰슨,5,9,2,6,35,9,5,5,0.252,9 1/3,44,156,41,12,0,3,5,6,5,4.82
145,2019-03-31,2019,LG,롯데,Home,5승 3패 0무,승,임찬규,6,12,0,3,41,12,5,6,0.210,10,44,156,35,9,1,6,6,5,5,4.50
146,2019-03-31,2019,두산,삼성,Away,6승 2패 0무,승,후랭코프,9,9,1,6,35,9,9,9,0.246,9,42,183,35,10,2,6,7,4,4,4.00
147,2019-03-31,2019,삼성,두산,Home,3승 5패 0무,패,헤일리,4,10,1,6,35,10,4,4,0.268,9,41,173,35,9,2,6,12,9,8,8.00
148,2019-03-31,2019,KIA,KT,Away,3승 5패 0무,승,황인준,4,7,0,6,32,7,4,4,0.234,9,41,166,36,9,1,5,11,2,2,2.00
149,2019-03-31,2019,KT,KIA,Home,2승 6패 0무,패,금민철,2,9,2,5,36,9,2,2,0.282,9,39,168,32,7,0,6,4,4,3,3.00
150,2019-03-31,2019,SK,키움,Away,6승 2패 0무,승,다익손,8,9,0,5,36,9,8,8,0.217,9,45,190,34,9,1,10,8,7,7,7.00
151,2019-03-31,2019,키움,SK,Home,3승 5패 0무,패,최원태,7,9,1,10,34,9,5,7,0.237,9,41,150,36,9,1,5,11,8,8,8.00
152,2019-03-31,2019,NC,한화,Away,5승 3패 0무,승,이재학,6,8,0,6,33,8,6,6,0.258,9,40,168,33,9,1,6,11,3,3,3.00
153,2019-03-31,2019,한화,NC,Home,4승 4패 0무,패,김민우,3,9,0,6,33,9,3,3,0.297,9,39,142,33,8,3,6,5,6,6,6.00
154,2019-04-02,2019,KT,두산,Away,2승 7패 0무,패,이대은,0,5,2,5,29,5,0,0,0.272,8,40,168,33,10,1,5,5,9,6,6.75
155,2019-04-02,2019,두산,KT,Home,7승 2패 0무,승,유희관,9,10,0,5,33,10,9,9,0.253,9,34,126,29,5,0,5,3,0,0,0.00
156,2019-04-02,2019,롯데,SK,Away,4승 5패 0무,승,장시환,5,10,0,6,36,10,5,5,0.255,9,35,130,33,7,0,2,9,0,0,0.00
157,2019-04-02,2019,SK,롯데,Home,6승 3패 0무,패,박종훈,0,7,1,2,33,7,0,0,0.216,9,42,164,36,10,1,6,7,5,4,4.00
158,2019-04-02,2019,KIA,삼성,Away,4승 5패 0무,승,윌랜드,4,7,2,8,33,7,3,4,0.232,9,36,134,34,6,0,2,8,1,1,1.00
159,2019-04-02,2019,삼성,KIA,Home,3승 6패 0무,패,최충연,1,6,0,2,34,6,1,1,0.258,9,42,158,33,7,0,8,9,4,4,4.00
160,2019-04-02,2019,키움,NC,Away,4승 5패 0무,승,이승호,8,13,2,6,38,13,8,8,0.250,9,40,145,35,11,0,3,6,6,4,4.00
161,2019-04-02,2019,NC,키움,Home,5승 4패 0무,패,김영규,6,11,1,3,35,11,5,6,0.265,9,44,177,38,13,1,6,12,8,8,8.00
162,2019-04-02,2019,LG,한화,Away,5승 4패 0무,패,배재준,2,6,1,4,30,6,2,2,0.209,8,37,150,30,6,1,6,6,6,5,5.63
163,2019-04-02,2019,한화,LG,Home,5승 4패 0무,승,장민재,6,6,1,6,30,6,5,6,0.288,9,34,142,30,6,0,4,10,2,1,1.00
164,2019-04-03,2019,KT,두산,Away,2승 8패 0무,패,김민,1,11,0,4,34,11,1,1,0.277,8,34,118,29,6,1,4,6,5,5,5.63
165,2019-04-03,2019,두산,KT,Home,8승 2패 0무,승,이영하,5,6,0,4,29,6,5,5,0.248,9,38,145,34,11,0,4,6,1,1,1.00
166,2019-04-03,2019,롯데,SK,Away,5승 5패 0무,승,박시영,3,8,0,5,33,8,2,3,0.254,9,35,124,28,3,0,6,9,1,1,1.00
167,2019-04-03,2019,SK,롯데,Home,6승 4패 0무,패,문승원,1,3,0,6,28,3,1,1,0.207,9,39,168,33,8,0,5,12,3,3,3.00
168,2019-04-03,2019,KIA,삼성,Away,4승 6패 0무,패,김기훈,3,9,1,3,35,9,3,3,0.234,8,32,128,27,3,1,4,4,6,4,4.50
169,2019-04-03,2019,삼성,KIA,Home,4승 6패 0무,승,최채흥,6,3,2,4,27,3,6,6,0.246,9,39,173,35,9,0,3,13,3,1,1.00
170,2019-04-03,2019,키움,NC,Away,4승 6패 0무,패,안우진,1,8,2,1,32,8,1,1,0.250,8,44,145,44,19,2,0,9,9,7,7.88
