,index,date,상대팀,승/패,선수명,등판,타자,투구수,타수,피안타,홈런,4사구,삼진,실점,자책,평균자책점
1551,6850,2020-04-22,LG,승,배제성,선발,18,94.0,24.0,7.0,0.0,2.0,4.6,1.6,1.6,3.8980000000000006
1552,6857,2020-04-23,한화,무,이민우,선발,24,89.6,20.2,6.2,0.6,2.2,3.6,4.0,3.4,5.388
1553,6862,2020-04-23,KIA,무,장민재,선발,23,66.8,17.0,7.0,1.0,1.6,3.2,4.4,4.0,5.2219999999999995
1554,6866,2020-04-23,롯데,승,원태인,선발,25,93.0,22.2,7.4,1.4,2.2,2.8,5.2,5.0,4.69
1555,6870,2020-04-23,삼성,패,스트레일리,선발,19,73.0,14.0,4.0,0.0,4.0,2.0,3.0,3.0,0.0
1556,6878,2020-04-24,LG,승,킹엄,선발,17,79.0,15.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0
1557,6886,2020-04-24,SK,패,임찬규,선발,16,64.0,15.2,4.2,0.6,1.8,3.6,2.6,2.4,7.752
1558,6892,2020-04-24,롯데,패,루친스키,선발,17,74.8,15.6,4.2,0.6,2.8,3.4,1.8,1.8,3.0199999999999996
1559,6899,2020-04-24,NC,승,박세웅,선발,19,87.4,20.8,5.4,0.0,2.0,4.2,2.0,1.6,4.648
1560,6905,2020-04-25,삼성,패,장시환,선발,20,78.4,17.4,4.0,0.6,1.4,5.6,2.2,1.8,5.044
1561,6910,2020-04-25,한화,승,뷰캐넌,선발,13,53.0,12.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0
1562,6915,2020-04-25,두산,패,데스파이네,선발,19,62.0,17.0,6.0,0.0,2.0,2.0,4.0,4.0,0.0
1563,6920,2020-04-25,KT,승,알칸타라,선발,19,90.6,22.0,6.6,0.6,2.0,3.0,3.6,3.4,4.002
1564,6925,2020-04-25,NC,패,양현종,선발,20,89.6,24.2,5.0,0.2,1.2,6.0,1.6,0.8,2.348
1565,6929,2020-04-25,KIA,승,라이트,선발,17,79.0,16.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0
1566,6935,2020-04-25,키움,패,핀토,선발,20,87.0,15.0,2.0,0.0,5.0,4.0,3.0,3.0,0.0
1567,6941,2020-04-25,SK,승,최원태,선발,20,60.4,16.2,5.2,0.6,1.0,2.2,2.6,2.6,13.516
1568,6944,2020-04-27,SK,승,플렉센,선발,19,82.0,18.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0
1569,6950,2020-04-27,두산,패,문승원,선발,22,86.4,22.6,4.6,0.6,1.0,3.2,2.2,2.2,4.1259999999999994
1570,6958,2020-04-27,삼성,승,샘슨,선발,22,102.0,19.0,5.0,0.0,3.0,4.0,3.0,3.0,0.0
1571,6964,2020-04-27,롯데,패,윤성환,선발,19,73.8,18.8,6.2,0.6,1.6,2.0,4.4,3.6,4.5920000000000005
1572,6970,2020-04-27,한화,무,김민,선발,24,74.4,18.4,6.2,0.6,2.0,3.8,3.4,3.2,5.006
1573,6974,2020-04-27,KT,무,서폴드,선발,19,103.2,25.8,6.4,0.2,1.8,5.0,1.2,1.0,3.71
1574,6978,2020-04-27,KIA,패,이재학,선발,19,90.4,20.4,5.4,0.2,2.4,3.2,1.6,1.6,3.9
1575,6985,2020-04-27,NC,승,가뇽,선발,22,76.0,19.0,6.0,0.0,2.0,2.0,5.0,4.0,0.0
1576,6991,2020-04-27,키움,패,윌슨,선발,12,99.0,24.8,5.0,0.2,1.0,6.6,1.2,0.6,2.45
1577,6997,2020-04-27,LG,승,이승호,선발,22,83.0,19.6,4.6,1.2,2.2,2.8,2.4,2.2,3.3280000000000003
1578,7002,2020-04-29,SK,승,손동현,선발,7,21.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1579,7010,2020-04-29,KT,패,김태훈,선발,26,85.0,21.0,7.0,0.0,5.0,3.0,2.0,2.0,0.0
1580,7014,2020-04-29,삼성,승,홍건희,선발,11,76.2,19.4,7.2,0.6,1.2,3.0,4.6,4.2,6.618
1581,7022,2020-04-29,KIA,패,백정현,선발,18,94.0,20.8,4.4,0.6,3.2,2.8,2.0,2.0,3.368
1582,7028,2020-04-29,NC,승,송승준,선발,6,25.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1583,7036,2020-04-29,롯데,패,루친스키,선발,8,66.4,14.8,3.6,0.4,1.4,3.6,1.0,1.0,2.41
1584,7042,2020-04-29,키움,패,최원준,선발,15,50.0,14.0,6.0,1.0,1.0,2.0,5.0,5.0,0.0
1585,7048,2020-04-29,두산,승,브리검,선발,11,65.8,15.2,3.0,0.2,2.2,3.4,1.0,1.0,3.594
1586,7054,2020-04-29,한화,승,차우찬,선발,20,92.0,23.0,5.4,0.0,1.8,4.2,1.6,1.2,2.778
1587,7061,2020-04-29,LG,패,임준섭,선발,13,74.8,17.4,7.2,0.2,2.2,1.2,4.0,2.8,3.934
1588,7067,2020-05-01,SK,승,최원태,선발,15,53.8,15.2,5.2,0.6,0.8,1.8,2.6,2.6,12.825999999999999
1589,7073,2020-05-01,키움,패,박종훈,선발,24,79.4,17.8,5.0,0.2,3.0,3.0,3.4,3.0,2.9200000000000004
1590,7078,2020-05-01,롯데,패,라이블리,선발,21,95.8,25.8,6.2,0.6,1.2,5.8,2.2,2.0,4.046
1591,7081,2020-05-01,삼성,승,서준원,선발,12,86.2,18.0,4.0,0.2,2.2,2.8,2.4,2.2,4.264
1592,7088,2020-05-01,KT,패,장시환,선발,19,73.6,16.6,3.8,0.6,1.4,4.6,1.8,1.6,4.0280000000000005
1593,7096,2020-05-01,한화,승,쿠에바스,선발,18,89.0,19.8,5.0,0.4,3.0,4.0,3.0,2.6,3.5840000000000005
1594,7099,2020-05-01,KIA,패,구창모,선발,11,80.0,18.4,3.8,0.8,2.0,3.8,2.0,1.6,3.224
1595,7106,2020-05-01,NC,승,이민우,선발,17,88.4,20.0,6.0,0.6,2.8,3.8,3.6,3.0,4.452
1596,7111,2020-05-01,LG,패,이용찬,선발,23,85.4,22.8,6.0,0.4,1.0,4.6,1.8,1.6,4.192
1597,7116,2020-05-01,두산,승,임찬규,선발,15,61.8,13.8,3.4,0.6,1.4,3.2,2.2,2.0,6.752
1598,7125,2020-05-05,LG,패,알칸타라,선발,24,88.2,21.6,5.6,0.4,2.2,2.8,2.6,2.4,3.2060000000000004
1599,7130,2020-05-05,두산,승,차우찬,선발,22,88.8,22.4,4.6,0.0,1.4,4.6,1.6,1.2,1.9200000000000004
1600,7134,2020-05-05,SK,승,서폴드,선발,30,97.6,24.0,5.6,0.2,1.6,4.2,1.6,1.2,2.932
1601,7135,2020-05-05,한화,패,킹엄,선발,28,93.0,25.0,6.0,0.0,2.0,4.0,3.0,3.0,3.86
1602,7138,2020-05-05,삼성,승,루친스키,선발,25,50.6,11.8,3.4,0.2,1.2,3.0,0.8,0.8,1.814
1603,7143,2020-05-05,NC,패,백정현,선발,25,85.0,19.8,4.6,0.6,2.8,3.2,2.2,2.2,2.554
1604,7147,2020-05-05,KT,승,스트레일리,선발,23,97.0,20.0,3.0,1.0,3.0,4.0,2.0,2.0,3.18
1605,7151,2020-05-05,롯데,패,데스파이네,선발,21,83.0,21.0,4.0,0.0,0.0,8.0,1.0,1.0,1.5
1606,7156,2020-05-05,KIA,승,브리검,선발,13,68.0,17.0,3.6,0.2,1.6,4.0,1.0,1.0,2.992
1607,7162,2020-05-05,키움,패,양현종,선발,15,87.4,22.6,4.4,0.4,1.4,6.2,1.8,1.0,1.8619999999999997
1608,7166,2020-05-06,LG,승,이영하,선발,27,92.2,21.6,4.4,0.4,1.2,4.8,2.4,2.2,3.9659999999999997
1609,7169,2020-05-06,두산,패,송은범,선발,16,53.0,14.0,9.0,1.0,1.0,0.0,5.0,5.0,19.29
1610,7176,2020-05-06,SK,패,임준섭,선발,10,64.0,15.2,6.2,0.0,1.8,1.8,3.6,2.6,3.258
1611,7181,2020-05-06,한화,승,핀토,선발,25,94.0,22.0,3.0,0.0,3.0,3.0,1.0,1.0,1.35
1612,7185,2020-05-06,삼성,승,라이트,선발,21,95.0,19.0,4.0,2.0,2.0,7.0,2.0,2.0,3.6
1613,7191,2020-05-06,NC,패,라이블리,선발,26,93.8,24.6,6.2,0.6,1.4,5.0,3.0,2.8,3.114
1614,7195,2020-05-06,KT,승,서준원,선발,25,78.0,16.8,4.0,0.4,2.0,2.0,2.8,2.6,3.224
1615,7199,2020-05-06,롯데,패,쿠에바스,선발,23,83.0,19.6,5.6,0.4,2.2,4.0,3.2,2.6,2.87
1616,7204,2020-05-06,KIA,승,요키시,선발,21,66.2,17.4,6.4,0.0,1.6,3.0,2.6,2.0,5.298
1617,7209,2020-05-06,키움,패,브룩스,선발,22,88.0,21.0,5.0,0.0,0.0,6.0,1.0,1.0,1.59
1618,7213,2020-05-07,LG,승,플렉센,선발,24,94.0,21.0,7.0,0.0,1.0,6.0,3.0,3.0,4.5
1619,7218,2020-05-07,두산,패,정찬헌,선발,19,63.0,18.0,7.0,1.0,0.0,3.0,5.0,3.0,6.75
1620,7222,2020-05-07,SK,승,장시환,선발,29,73.6,16.2,3.6,0.4,1.4,4.2,2.0,1.8,2.9859999999999998
1621,7226,2020-05-07,한화,패,박종훈,선발,22,76.8,18.6,4.4,0.4,2.4,3.6,3.2,2.6,2.2039999999999997
1622,7232,2020-05-07,삼성,승,구창모,선발,22,69.0,16.2,3.8,0.8,1.6,3.8,1.6,1.6,2.614
1623,7234,2020-05-07,NC,패,뷰캐넌,선발,26,97.0,23.0,6.0,1.0,2.0,2.0,5.0,5.0,7.5
1624,7238,2020-05-07,KT,승,박세웅,선발,21,88.2,20.4,5.2,0.2,2.0,4.6,2.0,1.8,3.7079999999999997
1625,7244,2020-05-07,롯데,패,배제성,선발,27,87.8,22.6,6.4,0.0,2.0,4.0,1.4,1.4,3.082
1626,7248,2020-05-07,KIA,패,최원태,선발,24,43.0,13.6,4.2,0.6,0.6,1.4,2.4,2.4,12.15
1627,7253,2020-05-07,키움,승,이민우,선발,25,88.2,19.2,5.0,0.2,2.2,3.8,2.6,2.0,3.4259999999999997
1628,7257,2020-05-08,두산,승,소형준,선발,21,84.0,20.0,5.0,0.0,1.0,2.0,2.0,2.0,3.6
1629,7261,2020-05-08,KT,패,유희관,선발,23,79.4,21.6,4.4,0.0,0.6,2.8,1.8,1.4,9.212
1630,7264,2020-05-08,롯데,패,문승원,선발,25,90.4,22.6,4.6,0.8,1.2,3.6,1.8,1.8,3.2399999999999998
1631,7269,2020-05-08,SK,승,노경은,선발,25,85.0,24.0,9.0,1.0,1.0,3.0,5.0,5.0,9.0
1632,7275,2020-05-08,삼성,패,가뇽,선발,23,87.0,21.0,5.0,1.0,2.0,5.0,4.0,3.0,5.06
1633,7279,2020-05-08,KIA,승,최채흥,선발,19,98.6,23.0,5.8,0.4,2.0,4.4,2.6,1.8,5.23
1634,7285,2020-05-08,NC,패,윌슨,선발,24,89.4,22.6,4.4,0.0,1.0,6.0,1.0,0.4,1.818
1635,7291,2020-05-08,LG,승,이재학,선발,24,84.8,18.8,6.0,0.2,2.8,3.4,2.8,2.8,3.128
1636,7297,2020-05-08,키움,패,장민재,선발,25,67.0,16.8,6.8,1.0,1.6,3.8,3.8,3.6,4.264
1637,7301,2020-05-08,한화,승,이승호,선발,24,82.0,19.4,5.0,1.6,2.2,2.8,2.8,2.6,2.402
1638,7305,2020-05-09,삼성,패,임기영,선발,20,87.6,22.2,7.2,0.2,1.6,3.8,3.0,2.8,6.730000000000001
1639,7312,2020-05-09,KIA,승,원태인,선발,23,88.2,21.4,6.8,1.2,1.8,2.6,4.6,4.4,3.8939999999999997
1640,7317,2020-05-09,키움,패,김이환,선발,22,83.0,18.6,6.2,0.4,1.8,1.4,2.4,2.2,4.808
1641,7322,2020-05-09,한화,승,한현희,선발,26,100.0,23.0,8.0,1.0,2.0,4.0,3.0,3.0,4.5
1642,7326,2020-05-10,두산,패,김민,선발,23,76.4,18.4,5.2,0.4,2.2,4.2,3.2,2.8,4.034000000000001
1643,7334,2020-05-10,KT,승,이용찬,선발,25,81.0,22.2,6.2,0.4,1.0,3.4,2.2,2.0,3.342
1644,7340,2020-05-10,롯데,패,김태훈,선발,22,85.0,19.0,2.0,0.0,3.0,3.0,2.0,2.0,3.0
1645,7344,2020-05-10,SK,승,스트레일리,선발,23,94.0,23.0,3.0,0.0,0.0,11.0,0.0,0.0,1.42
1646,7347,2020-05-10,삼성,승,양현종,선발,22,80.6,21.0,4.0,0.4,1.0,5.4,2.4,1.6,3.782
1647,7351,2020-05-10,KIA,패,백정현,선발,22,89.4,21.6,4.6,1.0,2.2,4.2,2.0,2.0,2.8920000000000003
1648,7357,2020-05-10,NC,승,켈리,선발,14,103.0,22.4,4.6,0.4,1.6,4.0,1.6,1.4,2.402
1649,7364,2020-05-10,LG,패,김영규,선발,22,75.4,17.2,5.0,0.6,3.0,3.0,3.0,2.8,5.338
1650,7371,2020-05-10,키움,패,서폴드,선발,25,97.2,24.6,4.8,0.0,1.8,3.0,1.4,1.0,2.1759999999999997
1651,7375,2020-05-10,한화,승,브리검,선발,19,64.2,14.6,3.0,0.2,1.8,3.2,0.8,0.8,2.4
1652,7379,2020-05-12,LG,패,킹엄,선발,24,98.0,22.0,10.0,1.0,2.0,2.0,8.0,5.0,6.75
1653,7383,2020-05-12,SK,승,차우찬,선발,26,86.2,20.4,4.0,0.2,1.2,4.8,1.0,1.0,1.3800000000000001
1654,7387,2020-05-12,롯데,승,알칸타라,선발,27,87.8,20.8,5.4,0.6,2.0,2.8,2.6,2.4,3.3099999999999996
1655,7391,2020-05-12,두산,패,장원삼,선발,18,58.0,17.0,10.0,0.0,1.0,0.0,5.0,5.0,15.0
1656,7397,2020-05-12,NC,패,데스파이네,선발,23,112.0,21.0,6.0,0.0,2.0,6.0,3.0,3.0,3.27
1657,7403,2020-05-12,KT,승,루친스키,선발,26,49.0,12.0,2.8,0.2,1.2,3.6,0.6,0.6,1.226
1658,7409,2020-05-12,키움,패,라이블리,선발,25,92.4,23.6,6.8,1.0,2.0,4.4,3.8,3.6,3.5840000000000005
1659,7413,2020-05-12,삼성,승,요키시,선발,20,63.6,16.6,6.0,0.0,1.6,3.2,2.4,1.8,5.036
1660,7417,2020-05-12,한화,승,브룩스,선발,26,90.0,26.0,7.0,0.0,0.0,4.0,1.0,1.0,1.42
1661,7420,2020-05-12,KIA,패,김민우,선발,25,79.0,18.0,4.4,0.6,2.4,3.0,4.2,4.0,6.602000000000001
1662,7423,2020-05-13,LG,패,핀토,선발,27,96.0,21.0,7.0,0.0,5.0,1.0,10.0,3.0,3.18
1663,7427,2020-05-13,SK,승,임찬규,선발,22,61.6,14.2,2.8,0.6,1.2,3.6,1.4,1.2,5.64
1664,7430,2020-05-13,롯데,패,이영하,선발,26,92.0,22.2,5.0,0.4,1.6,4.4,2.8,2.4,3.4859999999999998
1665,7435,2020-05-13,두산,승,서준원,선발,24,75.0,16.8,3.4,0.4,2.0,2.0,2.4,2.2,2.202
1666,7441,2020-05-13,NC,패,쿠에바스,선발,25,79.8,19.8,6.4,0.6,1.6,4.4,4.4,3.8,4.3420000000000005
1667,7444,2020-05-13,KT,승,라이트,선발,24,100.0,22.0,5.0,0.0,2.0,4.0,1.0,1.0,2.45
1668,7449,2020-05-13,키움,승,뷰캐넌,선발,25,101.0,24.0,2.0,0.0,1.0,8.0,0.0,0.0,3.46
1669,7452,2020-05-13,삼성,패,최원태,선발,27,58.6,16.2,4.8,0.4,1.0,2.2,2.0,2.0,5.67
1670,7455,2020-05-13,한화,승,이민우,선발,23,90.6,19.6,4.4,0.0,2.4,4.0,2.0,1.6,3.5379999999999994
1671,7460,2020-05-13,KIA,패,장시환,선발,30,75.6,17.2,4.8,0.2,2.0,4.2,2.2,2.0,2.582
1672,7464,2020-05-14,LG,패,박종훈,선발,21,75.4,18.6,5.2,0.4,2.4,3.0,3.4,2.8,2.226
1673,7468,2020-05-14,SK,승,윌슨,선발,23,89.2,22.0,5.0,0.2,1.6,5.0,2.0,1.4,4.098
1674,7472,2020-05-14,롯데,승,플렉센,선발,25,108.0,23.0,6.0,1.0,2.0,6.0,2.0,2.0,3.75
1675,7475,2020-05-14,두산,패,박세웅,선발,23,84.0,19.6,4.8,0.2,2.2,3.8,2.0,1.8,3.9099999999999993
1676,7480,2020-05-14,NC,패,배제성,선발,27,87.8,22.8,6.4,0.0,1.8,3.2,1.8,1.8,2.878
1677,7483,2020-05-14,KT,승,구창모,선발,27,69.8,15.4,2.8,0.2,1.6,4.0,0.6,0.6,1.948
1678,7486,2020-05-14,키움,승,최채흥,선발,26,95.2,21.0,5.0,0.2,2.4,4.6,2.0,1.2,4.132
1679,7490,2020-05-14,삼성,패,이승호,선발,16,81.2,19.2,4.6,1.4,2.0,3.0,2.8,2.8,2.0460000000000003
1680,7495,2020-05-14,한화,패,가뇽,선발,23,93.0,22.0,7.0,0.0,1.0,9.0,4.0,4.0,6.1
1681,7499,2020-05-14,KIA,승,장민재,선발,26,75.0,17.8,6.8,0.8,2.0,3.8,3.0,2.8,4.302
1682,7502,2020-05-15,SK,승,이재학,선발,21,86.8,19.8,5.6,0.2,2.6,4.4,2.6,2.6,3.6480000000000006
1683,7508,2020-05-15,NC,패,문승원,선발,26,87.2,23.0,6.0,1.0,1.0,4.2,2.4,2.4,3.6620000000000004
1684,7514,2020-05-15,KT,패,원태인,선발,25,92.6,21.6,6.0,0.8,2.4,2.8,3.0,2.8,3.528
